,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
1811,-1.4159095657467062,0.17589170942644297,0.05716711469846075,-0.0717743333354664,0.05423433032381589,-0.10676852461543684,0.03871733293645858,0.03593385624887625,0.007528687663783471,-0.021680561372760275,0.013744470419414106,0.02347924473073714,-0.0059553929838890626
4844,-1.7207636481705477,0.32373227036927377,0.13156064580514645,0.0018572870466595343,0.10239622192283473,-0.16683622362877779,0.10494418083139506,0.00905037859356801,0.06600579075486872,0.016405362473437456,0.004786129248866067,0.04103809643801507,0.0019569996517344304
6867,7.927770449600587,3.4319192770045253,-0.9230625545542435,-3.1292540351799305,-2.7191641913751488,-3.234592590002502,0.820637917613791,-1.1797091270135565,0.5851134581846495,0.3960699782000419,0.20435056358447531,0.23243133796613394,0.10212822174047469
966,-0.4999329495357693,-0.28720436452569803,-0.23496333744510522,0.1345675538936027,-0.06222188513878337,0.24993391668912848,-0.08553249867062936,0.3541098914998102,0.3447146398809056,-0.18129413834265617,0.07487203868141117,-0.026247999362150994,0.03168850327665662
1295,-0.8486023546529369,-0.03541688158107343,0.04930043496516846,-0.006206945727479827,0.0735661999088324,-0.011351964641815494,-0.034442932775640915,0.06354685246873285,0.004166380644816974,-0.017500783096625713,0.0357873586351493,0.0035254455148584396,-0.01584786668657602
1831,0.015252767876712021,-0.11869838612939447,-0.25816011446271603,-0.17584513382630665,-0.2507741566791605,0.1626611848862051,-0.18213661476879847,0.03466495809890199,0.07993151551774207,-0.05948586550243856,0.02060276559012487,-0.0014639654884432635,0.02521292055878037
4631,-0.46117409093445216,0.6985861795049589,-0.11823388601188027,-0.4462402154451499,-0.2282054081769939,-0.7422270728841271,0.1861057257874832,-0.2971549781253939,0.4274660373802231,0.21980781832584434,0.06858442826887994,0.08871783515639756,0.014795816791941748
3298,-0.7918509336657115,-0.0432489598023669,-0.06241753961574901,-0.07434233454482946,-3.379938527976735e-05,-0.06660128641219719,0.003324027561100232,0.01449332710798114,-0.08395981322567662,0.01808338112280183,0.046092227880632775,0.0033267952756338873,0.027979041194419223
3520,-1.4752583077968047,0.1868845591845243,0.08065113652746465,-0.01740651906254688,0.07804108419788608,-0.12719910780305776,0.05787020593982404,0.004539399132706532,-0.03286881318530667,0.02705746624435488,-0.010158712704796697,0.035548031144194074,-0.001999741215253472
4396,-0.11075724418978874,-0.495471134385499,-0.33547980331432453,0.1668107954599046,-0.06818207548665434,0.32000698597489025,-0.14208393563148403,0.40333166753987976,0.2096129532528718,0.05660287598179414,-0.05272715403785475,-0.03509997513099216,-0.004590150466670516
686,-0.8453023629813248,0.002501393188152701,-0.10351073164647137,0.03251642067660826,-0.007018157565194668,0.185752843635148,-0.020576605821046413,0.25041494642532086,0.27655343094056906,-0.14698453548017631,0.1427822256675442,0.02407649372974875,0.0066368513418501385
6009,-1.7519431254899747,0.2480710243828427,0.20330583256971868,0.09975836372207603,0.20687627712928783,-0.14806122995119753,0.21125764891348203,-0.027183592512193797,0.03628855746947693,-0.0032796916660086093,-0.012840160351207915,0.01827105293040709,0.012174893433185561
3442,-0.9035796498247991,-0.004196485198089925,-0.07664897124716948,-0.09662921120616987,-0.024984154568248183,-0.09239140625579259,0.029069078252043228,0.012777208480553597,-0.035344896682485055,-0.029075098541168874,0.006953747642078252,-0.0348969555674512,-0.013568135603569315
5726,-1.181478928757234,0.13505680472685827,0.1169373096893201,-0.05283111525673681,0.08977349930900566,-0.1349467929206013,0.01594409405849188,0.00243814077723131,-0.008790137956411495,-0.014153327552204218,0.008009189931598189,0.030713303340545145,-0.011353373008572592
4666,-1.0899936917336537,0.08307586992517191,0.023196575390749045,0.1437366388334109,0.0695596550681257,-0.003908729896876704,0.07443144022515993,0.06563730950767918,0.13317095599480397,0.07281569108810737,-0.05163442972024083,0.06158416108630095,-0.047398351022377536
5914,-1.0394803444462755,-0.041064321899251646,0.3123089038723272,0.3947099829363715,0.363516333309115,-0.027518862621498493,0.2602484666627885,-0.0010327128845772661,0.15969466046630024,-0.007367958651015303,-0.023832947940767926,-0.02737695071670809,0.01340072981549013
4,-1.3631229804582006,0.16529465009477987,0.0880344219508119,0.05914419048121317,0.06290513721414347,-0.018085267932789237,0.00459968151476141,0.006943539459036475,0.026614044601061725,0.026842373642511835,-0.02021439805094878,0.009869796346640017,-0.03156388857172732
3998,1.2453579376564323,-1.169904359406316,0.11088852135863425,0.24323728740308626,0.6692523763285892,0.6537145545174807,0.8640264705665217,-0.09239349673718983,-0.14861470083990835,-0.01558314172169323,0.17148478564541889,0.04493045560806413,-0.019236382422854147
5136,-0.7177926376416585,-0.10451678413795952,-0.17469914612472187,-0.0860518139781187,-0.06376611599443827,0.05736136983373763,-0.00805145226643316,0.10911768289290565,-0.08846342574739542,-0.01929771937939182,0.06389969317752868,0.06701112029104246,0.025893498947300888
2160,-0.2967067940010641,-0.35800616661586004,-0.1770001497228012,-0.05675424903438094,0.030339814036759147,0.16276154549547217,0.10071439348077507,0.06326755690995527,-0.09473991609945714,-0.03527279881695332,0.02798273731918751,0.08064030941331117,-0.027528856356920955
