,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb,LREE,HREE,LREE_HREE_ratio,Eu_anomaly,Nd_Yb_ratio,Th_U_ratio,Gd_Yb_ratio,sum_REE,mean_REE,std_REE,max_REE,min_REE,range_REE
649,10.7,74.0,179.0,0.91,11.9,33.8,99.4,0.31,1.72,55.6,43.2,349.0,467.0,13.64,896.4,0.015216421223542591,0.2011424230666655,0.0006638115617477268,0.15931232046042315,0.025481798660638547,1326.54,102.04153846153847,140.95422065589258,467.0,0.31,466.69
918,4.65,126.13,228.68,0.39,24.39,36.54,62.35,1.64,3.97,87.24,34.72,187.82,545.97,10.65,1034.39,0.01029592319116008,0.03963359354556222,0.003003828043658391,0.4644872725775355,0.044672784137090346,1344.49,103.4223076923077,146.02074179080208,545.97,0.39,545.58
6200,25.6,39.8,57.1,1.36,13.4,13.5,21.6,1.67,3.35,24.8,11.7,24.8,111.0,31.980000000000004,254.7,0.12555948125025726,0.20298507236594934,0.0150450449095041,0.999999959677421,0.12072071963314668,349.67999999999995,26.898461538461536,28.59015022592271,111.0,1.36,109.64
3983,13.11,63.0,120.0,0.0,15.0,24.0,43.7,1.02,2.85,497.0,24.4,1227.0,220.0,16.98,495.09999999999997,0.03429610172834559,0.0,0.004636363615289256,0.40505297440500976,0.06818181787190083,2251.08,173.16,332.0098552985809,1227.0,0.0,1227.0
3742,9.93,49.1,109.8,0.4,9.6,20.32,72.9,0.64,1.3,325.0,27.2,677.0,273.0,12.270000000000001,552.32,0.022215382346800077,0.11322769887809354,0.002344322335735083,0.4800590834858802,0.03516483503602624,1576.19,121.24538461538462,189.8388515239412,677.0,0.4,676.6
4420,8.63,155.7,230.3,1.29,40.3,51.9,68.1,3.92,8.67,48.07,47.9,114.3,462.0,22.509999999999998,1015.9,0.02215769266447712,0.0690124805689806,0.008484848466483012,0.4205599263293095,0.08722943704062892,1241.08,95.4676923076923,123.73456318039753,462.0,1.29,460.71
5531,4.8,69.4,125.0,1.62,13.5,26.6,90.3,0.51,1.86,151.0,32.0,644.0,377.0,8.79,720.3,0.012203248629455437,0.32328953721072895,0.0013527851423003048,0.23447204932535395,0.03580901847265512,1537.59,118.27615384615385,181.52016474288476,644.0,0.51,643.49
3272,7.97,44.2,97.6,0.97,9.68,18.8,71.7,0.56,1.18,49.0,24.8,145.0,282.0,10.68,539.1,0.019810795733981087,0.2870073593716422,0.0019858155957949803,0.3379310321521998,0.03432624101302751,753.46,57.95846153846154,76.97614903793291,282.0,0.56,281.44
2441,2.96,65.5,114.5,0.35,15.8,23.7,43.9,0.58,2.3,104.0,23.6,498.0,211.0,6.1899999999999995,482.2,0.01283699707001867,0.058059805536717454,0.002748815152849217,0.20883534094611378,0.07488151623278903,1106.19,85.09153846153846,132.99048594346624,498.0,0.35,497.65
1672,4.1,187.5,318.4,1.32,39.8,69.0,96.0,3.09,7.04,108.0,62.4,113.0,652.0,15.55,1385.3000000000002,0.011225005405886807,0.0788580556609791,0.004739263796412172,0.9557522039313965,0.06104294469165192,1661.65,127.81923076923077,173.91718791785485,652.0,1.32,650.68
278,17.2,77.0,154.0,0.6,15.1,30.2,82.8,1.72,3.02,421.0,38.2,638.0,383.0,22.54,765.2,0.02945635124221595,0.08885038223771825,0.004490861607073468,0.659874607116184,0.03942558736442405,1861.8400000000001,143.21846153846155,196.84678703718765,638.0,0.6,637.4
4442,9.13,153.3,234.3,0.4,36.4,54.3,65.4,2.69,6.4,81.52,48.9,253.35,446.0,18.619999999999997,1002.2,0.018579125904431122,0.026207120861799844,0.006031390121005851,0.32176830344674046,0.08161434959279293,1392.0900000000001,107.08384615384617,127.14264990029365,446.0,0.4,445.6
5984,5.63,37.64,100.51,1.47,6.86,18.28,89.46,0.56,0.99,28.82,27.08,104.43,290.39,8.65,563.36,0.015354302727644308,0.5640760332890672,0.0019284410553791764,0.2759743342337036,0.02362340292839491,712.12,54.77846153846154,77.3232717328961,290.39,0.56,289.83
5290,17.0,84.0,152.0,0.54,18.5,31.0,58.0,1.0,3.0,140.0,30.0,267.0,339.0,21.54,694.0,0.031037463932222672,0.07248485331009794,0.0029498524986730015,0.5243445673245521,0.054572271225450525,1141.04,87.77230769230769,104.3974755186856,339.0,0.54,338.46
5944,34.7,78.0,144.0,1.62,18.92,30.0,72.0,2.15,3.83,170.0,33.0,153.0,323.0,42.3,680.0,0.06220588226146193,0.19030712945970332,0.006656346728618121,1.111111103848947,0.058575851211839475,1064.22,81.86307692307693,89.91220011207646,323.0,1.62,321.38
4652,9.63,111.7,233.2,2.11,22.17,45.1,136.9,1.47,9.08,34.2,62.3,87.2,568.0,22.29,1157.2,0.019262011735860684,0.14871565334264258,0.002588028164457697,0.39220183036465794,0.03903169007212731,1323.0600000000002,101.77384615384616,149.08281650651355,568.0,1.47,566.53
4012,1.49,126.0,274.0,0.07,11.99,51.0,108.0,0.07,0.73,62.1,58.5,1640.0,689.0,2.36,1306.5,0.0018063528497463811,0.023660667559140862,0.0001015965165434013,0.03786585363544765,0.017402031905076876,3022.95,232.53461538461536,444.9738684914393,1640.0,0.07,1639.93
4623,12.47,46.7,84.0,0.45,8.84,21.51,36.9,0.59,3.52,25.26,20.46,87.9,178.4,17.03,387.96999999999997,0.04389514641880778,0.08067055457727686,0.003307174869354401,0.287372010382571,0.04955156922897102,527.0,40.53846153846154,48.47969247270986,178.4,0.45,177.95000000000002
670,57.0,66.1,121.0,0.57,14.9,26.3,48.0,1.39,2.79,95.9,26.3,103.0,251.0,61.75,538.6999999999999,0.11462780747238203,0.0884055671445224,0.005537848583514547,0.9310679521255539,0.059362549564292634,814.25,62.63461538461539,66.78623506444154,251.0,0.57,250.43
6620,121.82,178.87,294.11,3.78,48.02,67.56,105.21,5.98,10.53,346.77,58.75,156.75,552.41,142.10999999999999,1256.9099999999999,0.11306298771346954,0.1680995442379367,0.010825292788281725,2.212248789714521,0.08692818723968035,1950.56,150.0430769230769,154.96797959005872,552.41,3.78,548.63
3691,25.0,141.0,300.0,0.73,28.4,58.0,134.7,0.83,3.64,291.0,75.1,875.0,699.0,30.2,1407.8,0.02145191076754375,0.0717981073657186,0.0011874105848534897,0.33257142819134694,0.04062947061426399,2632.3999999999996,202.49230769230766,269.5211395492111,875.0,0.73,874.27
6049,4.94,37.83,55.58,0.49,13.73,13.08,23.33,0.36,2.29,43.82,11.87,274.67,121.42,8.08,263.11,0.030709589028506748,0.08738624203899849,0.0029649151460639503,0.1595368982432122,0.11307856932071678,603.41,46.41615384615385,73.21921464273848,274.67,0.36,274.31
2832,6.13,55.9,115.7,0.72,15.9,23.5,66.0,0.97,2.67,58.0,31.2,113.0,304.0,10.49,596.3000000000001,0.017591816170397758,0.11050407624950351,0.0031907894631881925,0.5132743317409352,0.05230263140689924,793.69,61.05307692307693,79.79962814494192,304.0,0.72,303.28
3755,16.5,87.0,220.8,0.41,16.9,39.9,144.2,1.22,2.05,641.0,52.8,1307.0,633.0,20.18,1177.7,0.01713509381240121,0.0696568077496094,0.001927330170730916,0.4904361128611812,0.02669826220110859,3162.7799999999997,243.2907692307692,375.4384790217666,1307.0,0.41,1306.59
6399,10.99,32.64,56.73,0.19,10.57,12.41,24.79,0.63,1.2,84.26,12.64,187.05,124.99,13.01,264.2,0.049242997542607886,0.0533488997558861,0.00504040319193213,0.45046778695285866,0.08456676466463905,559.0899999999999,43.00692307692307,54.85054650658466,187.05,0.19,186.86
276,7.85,96.8,218.0,0.21,13.4,43.6,95.6,0.87,2.11,292.0,53.0,587.0,526.0,11.04,1033.0,0.010687318479489526,0.039493503333523604,0.0016539923922927902,0.49744463288339924,0.02547528512267056,1936.44,148.9569230769231,193.95734096344347,587.0,0.21,586.79
3821,23.6,87.6,154.6,0.52,17.6,31.3,61.4,0.99,3.57,172.0,32.7,270.0,314.0,28.68,681.6,0.042077464726999025,0.06560136834826273,0.003152866231997241,0.6370370346776406,0.05605095523550652,1169.88,89.99076923076925,101.55565896905526,314.0,0.52,313.48
5457,199.0,262.0,408.0,16.5,67.7,102.0,138.0,119.0,37.2,368.74,81.7,363.08,752.0,371.7,1743.7,0.21316740252728827,0.32878965148188194,0.15824468064063207,1.0155888481447923,0.09002659562496464,2914.92,224.2246153846154,198.2492076078988,752.0,16.5,735.5
5640,8.4,89.0,132.0,0.6,22.0,29.0,41.0,1.7,4.1,95.0,24.0,213.0,247.0,14.799999999999999,562.0,0.026334519526095158,0.06317539692120298,0.006882591065252667,0.4460093875774207,0.08906882555032865,906.8,69.75384615384615,79.01695646052195,247.0,0.6,246.4
789,9.27,274.34,560.45,0.11,34.69,82.91,165.82,7.49,5.89,52.67,89.99,483.69,1464.9,22.759999999999998,2638.4100000000003,0.00862640756795706,0.007695429906510628,0.005112976991526399,0.10889205873825786,0.023680797307883947,3232.2200000000003,248.6323076923077,393.43097815448857,1464.9,0.11,1464.7900000000002
1693,13.7,62.4,109.7,0.35,14.1,23.1,38.1,1.09,2.42,128.0,22.4,146.0,257.0,17.560000000000002,512.7,0.03425004869465565,0.059917101850232087,0.004241245119683872,0.8767123227622444,0.05486381301609411,818.3599999999999,62.950769230769225,73.92361207682703,257.0,0.35,256.65
2919,4.67,101.0,180.0,0.41,23.6,41.1,69.0,1.51,3.3,76.0,35.8,179.0,318.0,9.89,744.9,0.013276949908340786,0.04645910963440831,0.004748427658023812,0.42458100321463127,0.07421383624461059,1033.39,79.49153846153847,91.02839631727385,318.0,0.41,317.59
3171,13.22,120.0,193.4,0.49,37.9,45.4,67.9,3.6,7.9,282.0,38.3,471.0,361.0,25.209999999999997,825.9999999999999,0.0305205810768516,0.028318022903360277,0.009972299141350973,0.5987261133785008,0.10498614929366717,1642.11,126.31615384615384,148.2953884618576,471.0,0.49,470.51
5524,8.43,146.0,209.0,3.63,33.8,50.1,120.0,0.81,3.69,238.0,49.8,815.0,467.0,16.56,1041.9,0.01589403971984447,0.32503871326663547,0.0017344753710182542,0.29202453951898827,0.07237687350668763,2145.26,165.02,227.11826786940765,815.0,0.81,814.19
883,1.45,147.47,262.04,0.11,26.78,41.96,69.31,2.13,4.52,87.63,38.57,207.21,615.95,8.209999999999999,1175.3,0.006985450517327106,0.009998116193599742,0.0034580728899130234,0.4229042979445765,0.04347755492576093,1505.13,115.77923076923078,165.24000849401028,615.95,0.11,615.84
6676,51.8,236.0,325.97,0.48,64.4,77.47,94.05,8.81,13.5,184.1,66.53,187.7,613.26,74.59,1413.28,0.05277793497907143,0.016279138541767307,0.014365848067107185,0.980820452952475,0.10501255567783233,1924.07,148.0053846153846,163.790576633953,613.26,0.48,612.78
6309,69.8,153.0,261.0,4.17,43.5,59.6,106.0,11.2,9.14,174.0,55.6,154.0,530.0,94.31,1165.1999999999998,0.0809388945409038,0.2091309585680608,0.021132075431826273,1.129870122533311,0.08207547154325383,1631.0100000000002,125.4623076923077,137.74611540823634,530.0,4.17,525.83
1614,35.3,43.2,84.4,1.7,15.6,16.0,41.4,4.41,4.88,339.0,18.8,202.0,219.0,46.29,422.8,0.10948438952345224,0.19483936627960638,0.020136986209420154,1.6782178134741692,0.07123287638706449,1025.69,78.89923076923077,102.13431973944435,339.0,1.7,337.3
6247,12.9,36.2,45.6,0.41,12.3,11.5,14.6,3.06,3.85,66.1,9.22,91.2,78.3,20.220000000000002,195.42000000000002,0.1034694498850197,0.059580059372431285,0.03908045927100308,0.7247806938072292,0.15708812059913002,385.24,29.633846153846154,29.824705437570877,91.2,0.41,90.79
2841,0.63,171.0,361.0,0.11,21.8,70.9,143.0,0.59,2.71,27.0,75.3,204.0,683.0,4.04,1504.2,0.0026858130549888225,0.014311323184052972,0.0008638360163047788,0.13235294052768168,0.03191800873804099,1761.04,135.46461538461537,188.4076257894603,683.0,0.11,682.89
1955,32.89,151.6,234.79,1.51,38.81,54.93,70.93,3.69,9.01,249.83,57.68,319.04,573.68,47.099999999999994,1143.6100000000001,0.0411853691020668,0.08075003696540325,0.006432157289024967,0.783067951407134,0.06765095511844417,1798.3899999999999,138.3376923076923,160.93344807733155,573.68,1.51,572.17
2892,13.6,139.0,292.0,0.72,30.5,61.6,129.6,1.27,4.11,239.0,67.6,509.0,592.0,19.7,1281.7999999999997,0.0153690123144258,0.06430750558012939,0.002145270266646503,0.46954813267279344,0.05152027018324279,2080.0,160.0,189.0758320397889,592.0,0.72,591.28
3157,10.6,37.8,86.6,0.55,7.3,16.03,60.6,0.51,1.48,131.0,22.6,337.0,230.0,13.14,453.63000000000005,0.028966338141290612,0.16732867867980517,0.0022173912947069945,0.38872403445482484,0.03173913029678639,942.07,72.46692307692308,99.5752400784773,337.0,0.51,336.49
3229,13.66,69.3,145.0,0.58,15.0,28.6,71.2,0.74,1.99,122.0,32.9,205.0,334.0,16.97,681.0,0.024919236380441648,0.10615875547734997,0.0022155688556420093,0.5951219483164784,0.04491017950625695,1039.97,79.9976923076923,95.46789215823347,334.0,0.58,333.42
2997,2.8,183.0,364.0,0.3,34.9,79.8,131.0,1.48,4.87,157.0,76.4,560.0,713.0,9.45,1547.2,0.006107807648585956,0.023011453921637746,0.002075736322474423,0.2803571423565051,0.048948106523214435,2308.55,177.58076923076925,220.70982733902827,713.0,0.3,712.7
6000,6.04,37.68,67.56,0.28,8.21,15.48,32.32,0.74,1.62,443.44,15.43,2322.8,150.39,8.68,318.86,0.02722197821231268,0.0767766094431045,0.004920539896798059,0.1909075253181903,0.0545913953415028,3101.9900000000002,238.6146153846154,612.81754372878,2322.8,0.28,2322.52
4934,21.7,285.0,445.0,3.44,68.3,106.5,160.0,6.43,30.1,151.0,101.1,217.0,769.0,61.67,1866.6,0.03303867993515554,0.07586908437665912,0.008361508441662538,0.6958525313555183,0.08881664487800175,2364.5699999999997,181.89,208.22838630104798,769.0,3.44,765.56
5986,0.86,1.49,3.27,0.33,0.38,0.93,4.12,0.08,0.09,1.23,1.01,9.38,12.54,1.36,23.36,0.05821917558993255,1.7844095447702442,0.006379584818214928,0.1311300499861354,0.030303027886520905,35.71,2.746923076923077,3.7358561671690667,12.54,0.08,12.459999999999999
1962,8.18,129.83,160.42,1.51,37.91,41.73,44.04,4.59,10.13,50.9,34.79,54.87,334.85,24.41,745.66,0.032736099518901246,0.0770540254164669,0.013707630241279287,0.9276471491225233,0.11321487199278818,913.75,70.28846153846153,88.84371635684019,334.85,1.51,333.34000000000003
815,20.13,116.94,255.34,0.69,18.18,36.53,88.54,1.31,2.75,328.36,41.59,465.8,712.23,24.88,1251.1699999999998,0.019885387261614818,0.09758561423053827,0.0018392934840721488,0.7049377400065742,0.02552546224460432,2088.39,160.64538461538461,212.5113121917689,712.23,0.69,711.54
5095,83.3,524.7,567.6,18.09,156.9,143.3,378.0,89.73,67.06,242.0,148.8,4411.0,1844.0,258.18,3606.4,0.07158939660836586,0.17635806313050728,0.0486605205809867,0.054862842880330345,0.08508676784973603,8674.48,667.2676923076923,1175.228069290604,4411.0,18.09,4392.91
4861,9.12,129.4,251.0,2.05,28.7,50.0,138.6,3.25,11.79,116.7,65.1,237.6,574.0,26.209999999999997,1208.1,0.021695223887347712,0.11144382496791794,0.005662020896059197,0.4911616140944377,0.04999999991289199,1617.31,124.40846153846154,153.1955925679604,574.0,2.05,571.95
3621,5.02,64.3,131.7,0.42,11.8,28.1,60.4,0.45,1.77,65.0,28.6,227.0,291.0,7.66,604.1,0.012680019843270949,0.09190129754044563,0.0015463917472632587,0.2863436110733762,0.040549828039347674,915.56,70.4276923076923,88.94997912862176,291.0,0.42,290.58
4744,7.68,48.9,71.6,1.94,16.11,17.17,33.2,2.95,9.68,26.2,16.79,67.8,161.7,22.25,349.36,0.06368788623858516,0.15535179644257988,0.018243660987979835,0.3864306727665093,0.09962894186995089,481.71999999999997,37.05538461538461,42.24585197942462,161.7,1.94,159.76
4347,8.4,127.0,219.0,0.55,25.6,47.8,67.4,1.9,4.31,46.38,45.6,125.23,422.0,15.16,928.8,0.01632213607200459,0.05236053432880947,0.004502369657577323,0.37035853732844737,0.060663506965252356,1141.17,87.7823076923077,114.1822058852797,422.0,0.55,421.45
5064,4.3,22.08,52.73,0.22,2.85,10.04,29.57,1.56,0.63,40.13,12.91,404.3,138.03,6.709999999999999,265.36,0.02528640328125413,0.1641836306536766,0.011301890811404109,0.09925797650443241,0.020647685136219045,719.3499999999999,55.334615384615375,106.97072120016225,404.3,0.22,404.08
577,19.97,68.98,123.62,0.71,17.74,26.34,55.64,1.31,3.3,199.2,27.26,272.62,256.25,25.29,558.09,0.045315271649169,0.09279499812436091,0.00511219510200119,0.7306874010318853,0.06922926802251993,1072.94,82.53384615384616,94.6296336362462,272.62,0.71,271.91
4039,7.54,60.0,109.0,0.35,13.1,22.2,41.4,0.9,1.85,42.0,22.1,52.0,200.0,10.639999999999999,454.7,0.023400043933582484,0.07109622201661045,0.0044999999775,0.8076922921597637,0.0654999996725,572.44,44.033846153846156,53.83042584585006,200.0,0.35,199.65
1524,19.6,73.6,145.0,0.37,13.7,28.5,56.5,0.77,2.21,151.0,31.5,156.0,358.0,22.950000000000003,693.1,0.03311210498757452,0.06724272370562039,0.0021508379828188884,0.9679487117439185,0.038268156317686715,1036.75,79.75,97.91533289217075,358.0,0.37,357.63
2231,1.5,136.0,137.0,0.81,23.6,38.7,27.9,0.36,1.97,17.5,24.8,1215.0,206.0,4.640000000000001,570.4,0.008134642341979942,0.11879438120088767,0.0017475728070506175,0.014403292169215397,0.11456310623998493,1831.14,140.8569230769231,316.4415756595792,1215.0,0.36,1214.64
110,16.8,57.8,107.0,0.34,11.9,22.5,44.7,3.84,2.61,159.0,22.8,346.0,222.0,23.59,476.8,0.049475671037173506,0.06100777351862611,0.017297297219381544,0.459537570926192,0.05360360336214593,1017.29,78.25307692307692,101.12234428458166,346.0,0.34,345.66
3740,5.79,66.3,120.3,0.31,13.6,26.1,54.9,0.67,1.55,202.0,25.5,664.0,261.0,8.32,554.1,0.015015340164202598,0.0675190588882043,0.002567049798593679,0.30421686701172157,0.05210727949384184,1442.02,110.92461538461538,178.3040117161777,664.0,0.31,663.69
333,8.67,63.34,132.59,1.14,11.89,26.28,118.31,0.78,2.27,17.61,39.01,68.92,512.59,12.86,892.1200000000001,0.014415101091316074,0.2194325183505916,0.0015216839939880139,0.25551363529434656,0.023195926523740366,1003.4000000000001,77.1846153846154,132.54516899854204,512.59,0.78,511.81000000000006
5559,44.0,93.8,181.0,1.73,23.7,39.3,85.3,1.44,3.6,354.0,42.7,536.0,432.0,50.769999999999996,874.1,0.05808259917848919,0.1872926252788477,0.003333333325617284,0.6604477599618512,0.0548611109841178,1838.5700000000002,141.42846153846156,174.07533735298696,536.0,1.44,534.56
3062,1.93,41.4,105.0,0.1,5.06,18.66,67.2,0.03,0.43,51.0,26.2,1625.0,295.0,2.49,553.46,0.004498970107146009,0.06779386808859861,0.00010169491490950876,0.03138461536530177,0.017152542314737142,2237.01,172.07769230769233,426.4008985261468,1625.0,0.03,1624.97
5832,72.54,806.0,1423.0,0.02,157.6,306.0,570.0,48.46,40.25,4254.0,325.0,17869.0,3055.0,161.27,6485.0,0.02486815728221,0.0002511128555566838,0.015862520453072827,0.2380659242129909,0.051587561357909144,28926.87,2225.143846153846,4687.110389774425,17869.0,0.02,17868.98
3336,9.5,226.0,364.0,1.41,44.7,80.3,131.7,2.84,9.1,130.0,73.0,215.0,684.0,22.849999999999998,1559.0,0.014656831292715307,0.06991086157950198,0.004152046777555487,0.6046511599783667,0.06535087709744024,1971.55,151.65769230769232,185.40090872542405,684.0,1.41,682.59
2392,1.01,24.9,30.6,0.1,5.03,7.44,11.1,0.21,0.52,26.0,5.41,1600.0,52.4,1.84,131.85,0.013955252074666273,0.06183213644299089,0.004007633511304704,0.01624999998984375,0.0959923645802984,1764.72,135.74769230769232,422.9617130909468,1600.0,0.1,1599.9
440,32.45,151.0,238.0,1.8,41.7,53.4,104.0,3.22,7.1,506.0,50.7,605.0,484.0,44.57,1081.1000000000001,0.041226528497616745,0.10461050593846942,0.0066528925482378255,0.8363636349812171,0.08615702461537805,2278.37,175.25923076923075,206.7236332907942,605.0,1.8,603.2
687,62.35,53.83,91.28,82.94,15.62,15.63,25.59,30.5,17.57,108.55,15.03,218.49,250.08,193.35999999999999,451.44,0.42831826947475127,5.006539358881489,0.12196097200111575,0.4968190741140598,0.06246001254614518,987.46,75.95846153846153,74.24455699771521,250.08,15.03,235.05
3223,7.77,75.0,162.0,0.54,18.0,32.3,73.0,0.77,3.07,99.0,36.0,189.0,348.0,12.149999999999999,726.3,0.01672862451228332,0.07264208744713807,0.0022126436718027482,0.5238095210380449,0.051724137782401904,1044.4499999999998,80.34230769230768,97.12975026727005,348.0,0.54,347.46
6203,22.3,95.2,152.0,0.09,28.7,35.3,50.9,3.11,5.27,103.0,31.1,142.0,282.0,30.77,646.5,0.04759474083898725,0.007318064821433455,0.01102836875521855,0.7253521075679429,0.10177304928449273,950.9699999999999,73.15153846153845,77.98504026622955,282.0,0.09,281.91
5028,21.3,87.8,145.0,0.83,23.8,35.5,62.5,2.21,5.33,238.0,34.8,240.0,276.0,29.67,641.5999999999999,0.04624376551395923,0.07369296111842598,0.008007246347799831,0.9916666625347222,0.08623188374553666,1173.07,90.23615384615384,96.3695478983386,276.0,0.83,275.17
2618,40.0,164.0,209.0,4.0,47.0,56.0,66.0,6.0,13.0,138.0,52.0,82.0,520.0,63.0,1067.0,0.05904404867943387,0.1618226786801225,0.01153846151627219,1.682926808744795,0.09038461521079881,1397.0,107.46153846153847,133.25719226346033,520.0,4.0,516.0
2515,45.0,776.0,878.0,10.3,247.0,234.0,181.0,26.4,54.5,724.0,160.0,411.0,1387.0,136.20000000000002,3616.0,0.037665929193123365,0.08877496237741553,0.01903388607135264,1.7615571733295445,0.1780821916524281,5134.200000000001,394.9384615384616,405.9326631132909,1387.0,10.3,1376.7
2003,39.6,114.0,131.0,13.3,40.0,36.3,45.1,1.56,11.0,73.2,29.0,73.8,288.0,65.46000000000001,643.4,0.10174075209552262,0.6340526211278046,0.005416666647858797,0.9918699052592155,0.1388888884066358,895.86,68.91230769230769,73.29134886022688,288.0,1.56,286.44
2195,0.15,20.6,13.4,0.1,3.01,4.58,1.96,0.02,0.28,5.68,2.17,1380.0,18.5,0.55,61.21,0.008985459745377232,0.10892748561521282,0.001081081022644269,0.00411594202600294,0.16270269390796246,1450.45,111.57307692307693,366.22670167711937,1380.0,0.02,1379.98
