lat,lon,class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
29.19,89.89,detrital,323.29,192.19,281.78,68.19,91.73,78.69,85.02,241.06,121.75,380.37,66.65,225.31,571.07
29.19,89.89,detrital,948.44,456.75,458.18,3701.01,391.84,206.19,201.22,1264.06,697.54,630.93,168.79,896.77,796.03
29.19,89.89,detrital,7.24,33.55,34.7,28.08,11.78,5.96,6.68,18.96,8.93,14.12,4.14,235.74,84.26
29.19,89.89,detrital,156.19,79.93,116.08,62.6,31.51,23.77,26.58,78.52,39.7,96.18,19.21,80.4,254.59
29.19,89.89,detrital,473.71,47.83,54.96,48.96,20.94,8.61,9.76,351.43,38.05,87.09,5.96,197.05,124.94
29.19,89.89,detrital,18.73,19.92,16.47,20.49,10.83,3.31,2.07,18.28,11.37,64.1,1.74,52.52,31.62
29.19,89.89,detrital,17.34,134.83,277.61,104.23,39.87,55.66,93.3,22.59,30.63,68,59.26,298.19,690.59
29.19,89.89,detrital,4066,54.52,54.77,1017.92,66,26.17,28.76,399.22,164.53,1173.81,22.47,187.28,97.2
29.19,89.89,detrital,99.12,51.94,54.38,122.88,44.32,21.38,18.55,71.81,59.71,143.22,16.01,171.73,95.67
29.19,89.89,detrital,25.38,90.05,192.37,9.73,16.73,27.12,47.01,7.55,8.41,59.52,26.59,81.78,498.19
29.19,89.89,detrital,548.99,83.27,103.26,312.85,49.93,19.91,25.44,165.07,79.27,360.63,14.88,105.04,246.67
29.19,89.89,detrital,35.91,31.12,46.02,29.58,9.06,7.78,10.51,5.07,5.64,34.79,6.48,71.3,117.47
29.19,89.89,detrital,135.25,68.45,136.83,103,24.19,29.52,65.77,31.34,23.02,102.27,34.93,86.41,409.06
29.19,89.89,detrital,44.45,100.64,217.19,23,18.98,29.54,55.54,26.46,11.07,89.58,29.66,125.81,600.89
29.19,89.89,detrital,949.28,45.99,96.2,105.76,19.12,22.36,51.78,26.51,20.05,426.5,28.2,400.94,284.08
29.19,89.89,detrital,822.64,150.98,195.87,944.65,97.29,51.62,82.15,261.7,161.96,1002.73,47.41,494.43,503.16
29.19,89.89,detrital,843.61,725.86,585.63,7547.02,791.25,322.56,259.42,1425.83,1060.21,1154.4,244.83,1509.38,870.62
29.19,89.89,detrital,1128.23,320.23,430.39,1624.89,214.77,184.73,285.12,635.42,345.22,1231.77,200.01,1098.59,881.12
29.19,89.89,detrital,69.64,195.7,265.34,234.04,59.19,43.64,48.74,85.23,51.46,358.89,33.69,508.59,603.93
29.19,89.89,detrital,48.54,124.85,233.56,70.7,26.99,30.35,58.44,47.59,20.83,109.46,29.56,266.43,676.43
29.19,89.89,detrital,364.42,75.62,100.93,314.5,52.17,29.99,40.87,102.77,65.16,160.81,27.01,153.42,233.03
29.19,89.89,detrital,49.51,235.16,466.78,203.48,66.74,112.31,192.26,65.18,60.57,126.77,126.74,488.74,1199.58
29.19,89.89,detrital,365.7,156.65,262.75,361.56,68.08,62.52,99.86,114.89,81.81,247.7,65.2,331.95,670.57
29.19,89.89,detrital,622.02,156.9,239.24,453.79,98.58,84.61,129.79,164.4,127.83,716.02,87.51,304.69,525.04
29.19,89.89,detrital,455.74,23.02,38.49,52.32,12.57,10.42,16.46,297.09,30.16,80.23,10.88,55.46,94.35
29.19,89.89,detrital,263.64,87.79,172.67,146.58,37.26,51.36,116.03,37.82,35.02,225.91,64.58,292.8,462.53
29.19,89.89,detrital,270.32,55.71,127.14,52.5,19.91,29.24,76.77,33.92,19.59,211.42,39.47,198.06,406.26
29.19,89.89,detrital,180.44,52.53,87.23,106.66,25.06,25.37,41.27,130.05,41.07,99.68,26.78,90.99,210.42
29.19,89.89,detrital,180.76,99.2,201.69,90.86,24.64,30.01,69.61,15.87,17.68,285.04,33.54,242.72,643.2
29.19,89.89,detrital,1054.44,234.2,375.11,373.27,131.19,161.17,284.43,180.55,144.07,866.82,191.7,509.2,751.56
29.19,89.89,detrital,261.18,31.45,53.3,55.85,15.86,15.09,23.38,190.35,27.72,58.55,15.54,47.85,124.26
29.19,89.89,detrital,140.24,97.41,208.32,65.79,25.93,38.07,78.39,22.91,20.72,256.78,42.71,183.99,612.59
29.19,89.89,detrital,8.99,131.5,304.82,11.3,22.69,43.51,86.22,8.69,11.63,69.17,47.22,248.51,861.34
29.19,89.89,detrital,135.19,37.88,76.96,52.3,11.79,13.08,29.52,9.05,9.68,151.85,14.27,124.38,239.59
29.19,89.89,detrital,27.62,28.08,64.76,9.28,5.31,7.85,22.01,6.53,3.02,33.53,9.21,43.71,220.7
29.19,89.89,detrital,134.88,21.05,45.82,16.25,5.37,6.25,16.04,48.29,6.54,117.48,7.16,102.73,148.35
29.19,89.89,detrital,122,105.85,216.48,107,31.08,42.43,71.77,27.26,25.7,167.47,43.72,153.78,558.24
29.19,89.89,detrital,772.84,300.89,285.55,2901.58,324.96,139.4,137.15,712.25,572.31,602.63,114.22,608.02,496.5
29.19,89.89,detrital,52.74,37.8,98.87,14.48,7.19,11.54,44.49,4.43,4.02,133.1,15.64,243.16,399.77
29.19,89.89,detrital,345.95,56.11,101.94,127.64,26.78,30.34,64.84,144.82,38.49,294.78,37.49,267.57,282.18
29.19,89.89,detrital,175.29,59.43,131.15,42.63,16.48,20.62,49.01,98.63,17.87,80.15,23.86,60.61,416
29.19,89.89,detrital,221.08,94.27,204.25,72.63,24.69,33.12,67.13,22.99,19.29,134.23,37.37,115.29,604.85
29.19,89.89,detrital,712.29,41.74,65.52,122.24,27.39,23.96,43.51,265.1,49.58,479.76,27.77,187.27,154.08
29.19,89.89,detrital,566.15,78.77,165.4,79.69,25.09,32.73,67.48,30.61,23.34,498.56,37.54,389.31,481.8
29.19,89.89,detrital,106.43,109.01,197.09,76.94,29.96,29.89,50.28,28.73,21.94,287.01,27.92,237.3,529.01
29.19,89.89,detrital,1056.6,149.83,153.19,1111.38,116.21,83.52,109.44,153.34,201.79,819.86,78.49,399.77,310.79
29.19,89.89,detrital,1607.87,248.89,372.19,603.89,141.03,134.02,187.62,293.22,175.59,928.38,133.67,423.82,789.01
29.19,89.89,detrital,486.13,92.57,158.19,233.89,38.83,34.48,63.35,97.05,49.72,468.05,35.97,314.31,439.16
29.19,89.89,detrital,729.6,72.09,166.65,40.37,22.12,36.3,87.09,20.92,20.58,689.96,47.28,678.73,511.79
29.19,89.89,detrital,3279.67,323.57,443.39,1040.84,226.87,197.72,286.07,345.43,304.6,3455.56,208.92,1592.82,841.94
29.19,89.89,detrital,728.03,182.41,414.65,217.17,68.26,126.77,345.27,62.8,63.64,620.68,185.92,476.33,1181.14
29.19,89.89,detrital,554.12,197.48,318.59,282.92,108.65,123.45,190.02,143.47,127.76,555.61,134.69,388.36,650.2
29.15,89.97,detrital,20.96,332.58,664.94,1.11,52.79,100.18,174.17,3.64,7.57,258.77,97.29,336.81,1521.65
29.15,89.97,detrital,9.35,23.25,44.57,0.52,5.12,6.38,19.41,0.63,0.99,81.38,7.52,103.07,141.45
29.15,89.97,detrital,8.63,143.38,291.37,3.25,28.58,41.55,123.75,2.08,5.03,130.49,50.2,593.19,926.46
29.15,89.97,detrital,53.16,90.38,159.38,1.47,18.05,24.55,53.27,1.5,3.53,583.92,26.16,643.59,452.64
29.15,89.97,detrital,21.15,54.68,112.18,0.6,10.94,16.14,42.6,1.46,2.32,109.22,18.49,202.4,328.35
29.15,89.97,detrital,15.55,68.27,163.4,0.77,11.88,22.18,74.93,1.4,2.34,191.17,28.75,328.14,532.7
29.15,89.97,detrital,8.29,51.16,111.32,0.29,8.27,16.58,37.73,0.71,1.49,76.9,18.26,125.02,319.74
29.15,89.97,detrital,7.31,43.26,101.96,0.5,6.92,13.71,44.31,0.67,1.19,76.75,17.77,146.77,328.11
29.15,89.97,detrital,6.89,188,464.97,0.43,22.47,63.49,171.63,0.9,2.77,91.78,78.9,216.21,1375.05
29.15,89.97,detrital,3.34,231.11,642.88,0.16,19.54,82.69,245.16,0.53,2.1,52.17,111.63,343.69,1986.79
29.15,89.97,detrital,14.7,99.02,216.54,0.59,16.58,30.91,76.39,3.71,3.36,85.36,34.37,101.4,593.72
29.15,89.97,detrital,232.38,106.07,183.93,1.88,31.79,28.41,59.16,96.05,19.83,249.19,28.77,138.79,487.44
29.15,89.97,detrital,8.68,172.21,274.13,0.9,31.06,45.51,69.76,1.29,4.27,166.33,39.74,289.54,618.82
29.15,89.97,detrital,19.37,97.25,191.25,0.64,17.07,28.9,64.11,1.49,2.94,125.49,30.85,264.69,528.78
29.15,89.97,detrital,13.63,125.85,244.99,0.33,20.82,37.3,70.15,1.46,3.41,336.33,37.49,367.43,603.98
29.15,89.97,detrital,5.53,179.29,294.8,0.45,39.25,48.5,75.82,4.3,7.65,141.85,41.8,228.27,648.5
29.15,89.97,detrital,63.88,593.15,456.53,19.02,244.11,103.14,76.96,25.55,44.36,276.66,53.24,298.14,732.27
29.15,89.97,detrital,1.67,259.72,554.61,0.3,32.67,80.51,166.87,1.06,3.98,64.92,88.04,330.97,1411.73
29.15,89.97,detrital,2.33,222.79,431.28,0.28,35.15,66.29,121.29,2.41,5.05,48.72,64.75,142.39,1042.89
29.15,89.97,detrital,3.59,146.92,275.71,0.66,24.37,42.49,80.48,2.22,3.76,110.64,42.33,495.55,682.97
29.15,89.97,detrital,17.15,149.74,267.19,1.45,30.37,40.82,86.45,2.27,5.19,348.28,42.33,736.88,708.38
29.15,89.97,detrital,4.81,168.43,336.41,0.04,21.93,50.8,93.01,1.42,3.05,193.3,51.71,299.71,828.34
29.15,89.97,detrital,3.34,93.17,184.08,0.19,16.49,27.52,55.33,0.95,2.68,211.21,28.77,366.64,465.12
29.15,89.97,detrital,32.84,175.08,371.35,0.89,28.91,53.92,122.6,12.49,6.56,211.95,58.56,238.53,1020.6
29.15,89.97,detrital,16.61,162.78,336.48,1.08,27.01,49.53,108.34,5.31,4.68,234.55,53.17,409.55,889.22
29.15,89.97,detrital,6.72,213.14,450.33,0.07,29.82,65.59,132.32,1.99,3.99,246.71,70.19,607.64,1127.39
29.15,89.97,detrital,1.2,283.94,672.93,0.03,28.36,94.46,198.4,1.04,3.02,89.16,107.95,492.56,1726.21
29.15,89.97,detrital,11.62,93.51,185.87,0.91,17.89,27.38,64.8,1.52,3.37,87.67,30.1,121.26,515.9
29.15,89.97,detrital,35.03,363.71,698.31,0.69,63.45,106.62,195.63,12.79,12.23,385.81,106.64,896.55,1702.33
29.15,89.97,detrital,7.17,94.59,212.98,0.35,13.2,29.81,81.87,0.66,1.87,168.83,37.19,789.74,667.1
29.15,89.97,detrital,2.18,217.38,329.27,0.55,34.27,57.25,73.98,2.34,4.98,78.13,46,355.51,678.97
29.15,89.97,detrital,14.41,562.54,967.95,3.57,99.07,155.5,231.16,10.83,18.23,569.41,139.38,921.66,2124.29
29.15,89.97,detrital,0.72,249.54,262.22,0.15,64.87,52.92,49.2,2.69,9.36,61.58,33.24,323.32,470.83
29.15,89.97,detrital,9.27,274.34,560.45,0.11,34.69,82.91,165.82,7.49,5.89,52.67,89.99,483.69,1464.9
29.15,89.97,detrital,1.87,146.39,333.55,0.17,20.53,47.63,109.96,0.8,2.66,76.84,53.09,218.62,897.74
29.15,89.97,detrital,5.75,253.96,442.36,0.22,45.65,70.96,112.13,3.63,7.64,216.43,65.13,369.38,1004.74
29.15,89.97,detrital,1.84,219.99,265.33,2.38,53.68,50.06,50.36,3.6,9.17,169.37,34.77,499.27,494.75
29.15,89.97,detrital,3.7,127.69,197.06,0.25,21.15,33.7,45.7,1.49,3.39,114.65,26.65,311.37,405.09
29.15,89.97,detrital,1.49,126.83,55.34,0.11,56.87,17.94,2.65,4.33,12.89,65.71,4.55,185.06,41.01
29.15,89.97,detrital,26.78,44.58,69.51,1.2,12,11.33,21.34,3.12,3.53,73.2,10.1,36.77,170.76
29.15,89.97,detrital,1.04,194.95,176.5,3.3,57.73,39.59,29.41,2.19,9.09,83.5,21.82,832.78,299.85
29.15,89.97,detrital,23.92,90.99,114.82,2.5,29.86,21.14,25.92,17.27,10.55,142.41,15.94,135.45,243.64
29.15,89.97,detrital,50.85,120.77,137.73,3.22,41.93,26.67,29.18,27.69,15.44,112.37,18.21,76.53,266.79
29.15,89.97,detrital,22.42,81.21,130.56,1.2,19.01,21.21,38.98,2.03,3.97,179.91,19.55,222.08,323.64
29.15,89.97,detrital,9.63,376,644.8,0.48,73.41,104.94,154.42,5.3,12.89,402.3,91.9,383.87,1391.54
29.15,89.97,detrital,2.13,134.48,296.36,0.28,20.23,42.8,99.8,1.18,3,97.67,47.67,263.11,811.38
29.15,89.97,detrital,12.88,120.75,214.6,1.32,21.98,32.85,66.01,2.1,3.72,301.18,32.92,728.35,552.07
29.15,89.97,detrital,5.45,83.13,161.5,0.09,12.84,24.17,49.71,1.02,2.32,191.99,25.6,770.53,424.52
29.15,89.97,detrital,26.99,164.68,283,2.72,34.92,44.87,83.99,3.81,6.97,376.95,43.47,623.43,713.33
29.15,89.97,detrital,6.95,72.42,121.84,0.29,14.96,19.56,33.37,1.24,2.87,46.37,17.9,107.09,285.58
29.15,89.97,detrital,10.47,36.37,86.8,0.32,5.82,11.69,37.71,0.58,1.03,172.21,15.47,154.28,286.92
29.15,89.97,detrital,10.27,113.07,222.84,0.25,18.57,33.32,69.32,1.51,3.45,188.1,35.98,175.99,597.44
29.15,89.97,detrital,5.87,138.85,110.14,0.68,47.31,26.23,13.27,8.02,11.98,150.79,12.29,178.6,146.95
29.15,89.97,detrital,6.11,145.79,206.35,0.71,37.97,36.13,47.16,4.85,8.27,90.89,28.66,146.22,423.97
29.15,89.97,detrital,9.85,52.48,87.42,0.23,12.34,13.95,30.77,1.12,2.25,304.8,14.42,271.18,252.61
29.15,89.97,detrital,5.96,39.68,100.05,0.33,4.95,13.12,48.54,0.34,0.76,50.1,18.42,199.43,360.93
29.15,89.97,detrital,6.05,200.61,414.73,1.58,27.43,60.45,128.87,1.81,4.01,104.79,65.4,313.46,1066.82
29.15,89.97,detrital,4.02,520.57,1098.2,0.77,68.42,160.99,319.48,5.99,9.82,96.98,172.29,421.71,2811.92
29.15,89.97,detrital,11.65,126.07,270.38,0.17,17.92,39.6,81.79,1.03,2.54,243.98,42.86,362.63,694.92
29.15,89.97,detrital,20.13,116.94,255.34,0.69,18.18,36.53,88.54,1.31,2.75,328.36,41.59,465.8,712.23
29.17,89.95,detrital,16.22,54.96,87.93,0.37,17.09,20.54,33.05,1.99,3.66,94.55,17.93,118.8,163.28
29.17,89.95,detrital,4.27,118.3,227.8,0.2,24.09,48.51,86.57,1.26,3.87,130.57,48.64,594.95,441.27
29.17,89.95,detrital,12.79,107.1,157.74,0.63,32.05,37.61,54.06,2.91,6.14,109.58,32.02,164.22,277.33
29.17,89.95,detrital,14.26,89.74,157.35,0.88,21.11,34.34,63.14,1.46,3.02,77.11,33.36,126.67,316.12
29.17,89.95,detrital,19.06,67.6,96.57,1.06,22.53,23.28,33.77,3.52,5.46,180.57,19.46,214.17,175.03
29.17,89.95,detrital,47.83,97.3,155.07,1.25,27.6,35.38,59.85,1.77,4.82,274.16,32.47,300.29,295.12
29.17,89.95,detrital,31.28,123.58,210.74,1.53,31.21,46.76,82.73,3.4,6.3,166.24,44.51,136.09,410.6
29.17,89.95,detrital,5.44,209.13,414.9,0.63,36.89,87.29,171.25,1.5,4.94,85.36,90.61,271.24,862.52
29.17,89.95,detrital,8.12,88.53,124.88,1.35,31.98,30.47,45.39,6.7,8.67,49.96,25.09,65.73,226.78
29.17,89.95,detrital,7.91,176.51,345.92,0.43,31.91,73.52,142.3,2.67,4.73,69.69,75.66,292.09,707.72
29.17,89.95,detrital,6.69,129.35,228.76,0.49,27.55,50.37,94.71,1.94,3.98,89.09,49.8,110.18,474.7
29.17,89.95,detrital,5.86,104.51,194.26,0.32,22.09,41.29,83.92,1.22,3.46,75.95,42.88,118.95,413.1
29.17,89.95,detrital,30.22,47.1,76.26,0.7,12.62,16.81,30,1.4,2.7,78.96,16.14,71.21,151.32
29.17,89.95,detrital,2.72,72.28,125.87,0.45,20.63,28.52,47.78,2.23,3.97,37.81,26.06,44.12,237.41
29.17,89.95,detrital,8.15,40.45,73.32,0.22,9.05,15.97,30.32,0.67,1.6,57.1,15.83,105.25,149.44
29.17,89.95,detrital,12.62,69.22,123.97,0.55,17.05,27.14,48.28,1.42,3.08,210.61,25.9,417.94,238.48
29.17,89.95,detrital,12.31,155.27,246.24,0.9,39.9,57.22,85.32,6.47,7.83,93.26,49.16,280.18,432.91
29.17,89.95,detrital,210.01,109.23,168.44,0.84,37.93,39.41,54.9,98.45,22.91,126.36,33.58,222.35,286.36
29.17,89.95,detrital,10.7,83.28,144.27,0.77,19.2,31.62,58.09,1.4,3.17,92.25,30.39,178.92,283.15
29.17,89.95,detrital,2.66,103.33,85.62,0.83,55.8,25.9,19.85,5.9,13.49,136.7,14.3,457.9,110.92
29.17,89.95,detrital,12.32,81.07,148.68,0.09,17.39,32.16,58.38,2.19,3.22,91.38,32.23,320.96,301.31
29.17,89.95,detrital,5.43,191.19,312.99,1.56,50.12,70.37,116.18,3.38,7.6,114.75,66.24,759.74,603.3
29.17,89.95,detrital,13.52,109.11,192.16,1.58,27.22,42.31,79.32,3.47,5.53,96.55,41.18,295.5,385.66
29.17,89.95,detrital,859.27,61.61,93.12,6.45,44.53,21.22,39.42,431.45,60.92,85.85,19.59,100.42,187.58
29.17,89.95,detrital,68.1,143.99,223.25,2.08,37.86,52.06,75.8,27.84,10.89,208.54,45.48,572.99,403.94
29.17,89.95,detrital,11.69,63.23,133.6,0.8,13.67,26.62,71.16,1.1,2.4,59.01,31.21,158.87,316.16
29.17,89.95,detrital,8.23,92.91,163.02,0.34,22.35,35.2,59.88,1.38,3.33,73.62,33.9,161.48,309.5
29.17,89.95,detrital,48.59,153.08,269.89,0.91,39.09,59.69,111.04,25.74,11,74.26,57.38,258.9,538.96
29.17,89.95,detrital,41.43,245.76,353.1,5.56,75.49,83.24,118.54,24.45,18.55,235.53,73.28,744.92,644.59
29.17,89.95,detrital,5.01,220.83,372.46,0.25,49.2,85.63,127.3,3.49,7.5,159.23,75.07,440.19,667.8
29.17,89.95,detrital,4.51,188.52,325.73,2.92,42.33,69.6,133.07,2.07,7.07,91.86,71.77,608.61,677.04
29.17,89.95,detrital,1.19,155.87,208.16,0.34,38.26,52.97,58.48,1.85,5.71,69.91,38.91,269.91,326.45
29.17,89.95,detrital,7.66,84.68,140.87,0.32,19.12,31.69,50.57,1.74,3.24,130.85,29.11,259.12,263.46
29.17,89.95,detrital,4.24,141.27,232.38,0.4,37.15,53.49,83.19,2.31,6.13,146.21,47.08,353.63,422.04
29.17,89.95,detrital,5.44,143.66,260.09,0.78,31.59,57.01,115.79,2.31,5.49,187.44,58.01,891.37,566.39
29.17,89.95,detrital,3.06,184.48,295.74,0.41,50.7,67.72,112.32,3.48,8.56,117.1,61.17,226.58,536.55
29.17,89.95,detrital,15.91,295.31,442.2,4.31,85.75,105.53,153.29,10.69,16.94,550.34,89.04,858.12,799.65
29.17,89.95,detrital,2.56,171.81,177.76,1.58,50.6,50.15,46.14,3.83,10.03,84.83,32.42,344.23,262.1
29.17,89.95,detrital,7.16,196.09,283.16,0.34,58.13,68.61,87.48,6.14,11.7,188.54,54.79,255.35,465.28
29.17,89.95,detrital,2.15,234.52,362.98,0.19,54.14,85.29,120.47,3.52,8.26,130.29,73.12,468.29,639.24
29.17,89.95,detrital,3.3,108.15,171.81,0.12,25.8,40.31,55.16,1.92,4.28,69.24,33.66,197.37,292.37
29.17,89.95,detrital,14.09,56.57,118.36,0.67,11.13,23.89,66.59,0.78,1.98,222.22,28.27,413.08,295.99
29.17,89.95,detrital,3.15,4.55,2.82,0.36,3.16,1.03,0.53,0.49,0.85,9.36,0.42,24.96,3.31
29.17,89.95,detrital,12.97,72.97,98.66,0.88,23.25,24.01,31.87,2.7,5.22,90.38,19.56,134.8,171.84
29.17,89.95,detrital,2.32,54.83,66.8,0.66,18.28,16.52,30.1,1.07,3.09,59.27,14.55,579.91,144.53
29.17,89.95,detrital,26.88,67.22,135.31,1.21,17.09,27.42,77.62,1.95,2.95,430.04,32.26,631.36,335.22
29.17,89.95,detrital,23.47,183.96,294.01,4.57,54.31,66.96,120.78,7.35,11.83,220.6,62.27,214.63,583.85
29.17,89.95,detrital,40.21,124.96,221.2,1.95,31.05,48.62,89.59,3.83,6.19,499.38,46.91,484.39,437.46
29.17,89.95,detrital,63.11,136.02,248.1,1.81,31.45,52.73,108.7,4.38,5.63,748.99,55.46,838.72,535.95
29.17,89.95,detrital,49.94,97.81,227.7,1.1,19,43.48,130.36,9.66,4.22,184.5,55.77,277.76,586.32
29.17,89.95,detrital,140.02,94.9,182.44,1.25,30.17,38.25,85.07,73.96,16.51,323.29,41.46,584.07,407.82
28.99,89.43,detrital,5.26,50.53,117.07,0.27,8.19,16.54,45.48,0.42,1.09,58.06,19.83,106.32,349.32
28.99,89.43,detrital,13.11,23.08,54.39,0.31,4.8,7.51,26.31,0.41,0.87,72.08,9.7,108.58,186.65
28.99,89.43,detrital,29.36,452.69,877.8,2.56,70.34,139.78,212.28,3.54,8.84,204.85,126.33,310.94,1938.47
28.99,89.43,detrital,13.52,177.46,446.87,0.47,21.58,61.48,164,0.73,2.31,266.43,76.13,411.58,1324.34
28.99,89.43,detrital,10.51,107.46,240.99,0.39,16.25,34.77,76.05,1.25,2.6,96.3,38.56,113.37,638.43
28.99,89.43,detrital,14.13,44.79,92.18,0.33,9.17,13.69,31,0.76,1.59,59.47,15.26,74.93,254.34
28.99,89.43,detrital,9.85,37.61,75.49,0.26,7.18,11.45,23.8,0.46,1.1,57.14,11.97,83.5,196.48
28.99,89.43,detrital,34.21,159.23,285.94,0.66,34.48,45.7,76.37,12.66,8.21,438.5,42.93,417.88,666.35
28.99,89.43,detrital,14.26,32.65,56.24,0.42,8.13,9.1,16.23,1.18,1.65,18.21,8.52,18.18,142.66
28.99,89.43,detrital,20.74,198.23,322.62,1.55,46.12,53.88,80.05,7.26,9.95,290.7,46.82,168.94,721.7
28.99,89.43,detrital,30.77,90.35,181.68,0.31,14.65,27.64,53.56,0.79,1.98,288.6,27.73,251.39,447.87
28.99,89.43,detrital,22.32,73.5,155.55,0.29,13.76,22.7,51.84,1.89,2.47,408.82,25.41,549.14,430.57
28.99,89.43,detrital,8.45,20.44,46.1,0.14,4.03,6.28,20.11,0.35,0.73,52.27,8.18,73.36,153.83
28.99,89.43,detrital,17.22,86.94,127.21,0.46,13.72,22.61,32.54,0.57,1.6,88.52,18.3,315.31,299.09
28.99,89.43,detrital,28.93,199.18,365.54,2.31,43.18,58.02,104.72,6.01,8.92,237.49,54.39,125.14,881.71
28.99,89.43,detrital,1.83,92.46,183.75,0.5,15.11,28.29,57.86,1.11,2.5,77.15,29.08,168.65,491.29
28.99,89.43,detrital,1.45,147.47,262.04,0.11,26.78,41.96,69.31,2.13,4.52,87.63,38.57,207.21,615.95
28.99,89.43,detrital,21.85,48.97,95.14,0.3,9.77,14.38,30.82,1.15,2.22,141.93,15.06,159.72,254.13
28.99,89.43,detrital,7.3,263.51,517.38,1.27,49.09,79.96,144.34,4.4,7.98,237.96,77.54,399.33,1240.27
28.99,89.43,detrital,8.37,106.17,201.85,0.74,22.2,31.49,60.34,2.14,4.04,119,30.7,145.43,498.81
28.99,89.43,detrital,3.77,117.36,253.81,0.09,18.12,37.05,78.68,1,2.42,95.65,40.36,210.58,660.2
28.99,89.43,detrital,18.85,99.65,197.22,0.3,20.48,29.46,55.4,1.49,3.48,134.74,29.42,92.44,482.55
28.99,89.43,detrital,12.48,55.3,111.74,0.24,10.54,16.85,35.11,1.01,1.9,93.07,17.24,125.83,288.15
28.99,89.43,detrital,35.55,271.59,512.36,3.42,52.18,78.38,160.91,10.71,11.56,706.79,80.75,725.9,1348.1
28.99,89.43,detrital,1.02,39.34,77.67,0.19,7.9,11.47,27.88,0.58,1.07,15.95,12.5,37.71,220.26
28.99,89.43,detrital,6.14,111.73,229.83,0.08,18.6,34.58,71.9,2.87,3.51,200.26,35.9,352.07,610.22
28.99,89.43,detrital,5.21,80.63,159.5,0.24,15,24.46,46.66,1.23,2.57,63.46,24.81,45.85,396.44
28.99,89.43,detrital,15.19,73.6,142.46,0.26,13.02,21.58,43.64,0.96,2.37,186.49,22.48,221.51,370.03
28.99,89.43,detrital,21.98,194.98,329.39,1.53,41.76,53.89,87.72,4.99,8.84,351.14,48.93,351.62,773.21
28.99,89.43,detrital,14.11,65.06,130.62,0.14,11.78,20.12,38.74,4.57,2.81,121.67,20.03,180.13,326.18
28.99,89.43,detrital,6.53,59.31,133.76,0.37,9.21,19.16,50,0.6,1.25,75.38,21.62,95.68,385.8
28.99,89.43,detrital,13.32,299.92,843.54,0.48,27.39,108.55,313.76,0.64,2.82,45.25,149.78,467.29,2641.39
28.99,89.43,detrital,0.84,141.97,202.99,0.05,22.65,36.36,40.46,0.97,2.93,97.18,27.25,388.05,390.19
28.99,89.43,detrital,9.09,88.74,182.38,0.21,14.97,27.72,55.11,0.79,2.15,106.94,28.19,165.57,464.04
28.99,89.43,detrital,16.28,196.09,346.33,0.59,42.53,56.48,86.04,6.02,8.58,420.97,49.33,289.55,753.59
28.99,89.43,detrital,1.73,211.39,436.99,0.15,35.73,64.66,132.51,2.04,4.96,177.52,68.1,327.6,1120.89
28.99,89.43,detrital,5.26,228.89,420.59,2.31,37.65,65.72,114.92,4.76,7.11,176.12,63.89,602.13,1011.61
28.99,89.43,detrital,89.4,170.75,306.92,2.24,37.74,48.3,84.33,4.27,7.37,331.41,45.25,130.23,735.38
28.99,89.43,detrital,9.78,137.04,263.07,0.16,25.55,41.36,70.42,1.9,4.34,177.62,39.16,316.51,625.89
28.99,89.43,detrital,6.9,161.78,288.3,1.36,31.21,46.32,72.59,2.96,5.72,132.8,42.68,275.7,644.44
28.99,89.43,detrital,3.89,79.18,155.86,0.14,13.81,23.88,44.05,0.72,2.03,81.08,23.43,235.57,382.89
28.99,89.43,detrital,12.52,13.19,27.49,0.14,2.58,3.96,15.38,0.24,0.51,338.35,5.07,107.38,103.15
28.99,89.43,detrital,2.34,117.19,185.42,0.14,22.37,31.24,45.02,1.83,3.81,167.74,26.79,393.87,404.95
28.99,89.43,detrital,8.73,118.14,225.07,0.58,22.94,34.48,65.04,2.45,4.62,293.38,34.1,202.46,553.5
28.99,89.43,detrital,17.09,76.09,163.92,0.2,12.33,23.74,52.76,4.82,2.6,128.32,26.21,228.62,436.92
28.99,89.43,detrital,18.96,198.84,330.64,0.29,29.84,55.87,78.45,2.99,4.01,341.76,46.64,843.14,705.14
28.99,89.43,detrital,3.7,80.99,157.38,0.15,14.67,24.03,47.88,1.17,2.42,52.29,24.24,143.57,400.14
28.99,89.43,detrital,2.06,28.53,76.16,0.17,3.01,10.22,37.23,0.05,0.39,83.45,13.89,154.01,276.23
28.99,89.43,detrital,10.16,177.72,307.48,0.48,38.72,49.95,80.6,4.29,7.49,186.43,45.15,144.09,700.73
28.99,89.43,detrital,2.89,66.65,129.02,0.1,11.1,20.2,37.73,0.63,1.75,49.42,20.05,114.58,327.04
28.99,89.43,detrital,12.5,176.33,417.52,0.32,24.76,59.03,128.9,1.3,2.97,231.82,67.1,488.95,1096.25
28.99,89.43,detrital,4.65,126.13,228.68,0.39,24.39,36.54,62.35,1.64,3.97,87.24,34.72,187.82,545.97
28.99,89.43,detrital,6.69,124.88,305.42,0.41,17.29,40.88,123.54,1.4,2.9,88.11,55.15,364.77,1012.3
28.99,89.43,detrital,5.35,6.02,10.02,0.2,1.06,1.82,2.76,0.19,0.2,88.06,1.66,171.89,21.56
