lat,lon,class,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
40.49,-121.51,magmatic,8.45,31.79,58.36,0.49,5.73,12.14,28.29,0.3,0.85,32,14.37,65,139.69
40.49,-121.51,magmatic,46.28,66.46,189.8,0.51,14.86,37.68,88.34,0.57,1.69,314,46.54,511,436
40.49,-121.51,magmatic,68.14,90.61,225.64,0.85,21.73,45.38,96.36,0.72,2.46,757,53.23,811,501.76
40.49,-121.51,magmatic,170.38,303.39,519.85,2.95,70,111.31,217.11,2.78,7.38,3497,119.34,2127,1104.03
40.49,-121.51,magmatic,18.54,41.55,87.39,0.27,7.4,16.25,42.14,0.14,0.81,67,21.6,137,199.8
40.49,-121.51,magmatic,28.52,154.58,274.86,1.26,33.17,55.84,103.36,1.79,3.78,176,59.72,254,545.58
40.49,-121.51,magmatic,31.07,28.53,131.72,0.29,9.14,24.36,61.59,0.3,1.12,170,32.11,318,312.55
40.49,-121.51,magmatic,21.56,80.27,165.26,0.43,12.42,30.24,82.74,0.35,1.2,149,39.44,342,411.67
40.49,-121.51,magmatic,258.59,288.92,559.33,2.22,79.42,129.96,170.59,3.45,9.5,3823,119.03,2025,973.49
40.49,-121.51,magmatic,21.13,46.01,120.22,0.34,8.37,22.54,61.2,0.23,0.81,100,29.03,221,286.61
40.49,-121.51,magmatic,44.89,119.81,260.18,0.93,26.84,51.85,106.8,1.18,2.88,308,59.99,458,543.83
40.49,-121.51,magmatic,58.74,213.13,419.5,2.03,47.32,84.24,158.33,2.49,5.48,676,94.75,714,827.91
40.49,-121.51,magmatic,28.5,127.04,280.41,1.58,28.94,56,119.38,1.17,2.79,196,64.12,260,593.8
40.49,-121.51,magmatic,57.84,235.25,441.49,4.88,63.92,92.54,174.16,4.83,8.2,487,98.97,478,890.14
40.49,-121.51,magmatic,63.95,255.71,576.11,1.4,48.41,109.92,239,1.34,4.04,1172,134.35,1427,1205.73
40.49,-121.51,magmatic,19.79,43.93,108.28,0.3,8.76,20.05,61,0.61,0.84,128,28.18,286,283.82
40.49,-121.51,magmatic,8.88,26.14,53.64,0.38,4.66,9.61,29.13,0.12,0.53,32,13.51,67,138.13
40.49,-121.51,magmatic,22.56,41.88,90.04,0.24,5.89,16.91,45.73,0.12,0.67,74,22.66,168,222.26
40.49,-121.51,magmatic,21.4,66.96,124.82,0.63,13.65,25.61,55.02,0.56,1.34,104,30.48,183,281.33
40.49,-121.51,magmatic,18.55,57.87,92.52,0.41,10.33,19.88,48.09,0.39,0.96,152,23.12,204,217.47
40.49,-121.51,magmatic,29.78,133.27,231.45,1.29,26.63,47.52,95.74,1.66,3.81,190,52.31,246,487.51
40.49,-121.51,magmatic,23.33,72.1,182.42,0.55,13.96,32.95,99.63,0.32,1.33,162,46.28,311,448.79
40.49,-121.51,magmatic,39.45,93.31,202.97,1.07,20.57,41.73,86.36,0.73,2.05,205,47.5,318,455.54
40.49,-121.51,magmatic,34.54,63.75,128.2,0.43,11.35,25.6,60.05,0.29,1.06,219,29.86,365,298.97
40.49,-121.51,magmatic,39.67,133.54,234.09,1.23,27.66,49.92,97.7,1.25,3.57,272,52.76,366,505.82
40.49,-121.51,magmatic,56.44,136.2,274.85,1.33,30.39,54.69,109.71,1.63,3.69,361,63.39,424,591.74
40.49,-121.51,magmatic,41.54,161.48,382.32,1.88,47.08,80.7,159.62,2.64,5.9,355,88.18,464,802.06
40.49,-121.51,magmatic,32.38,178.5,330.94,1.23,30.15,61.36,164.18,1.03,2.74,314,81.9,488,769.8
40.49,-121.51,magmatic,45.15,69.13,160.29,0.55,13.32,31.22,72.08,0.51,1.45,324,38.63,503,368.7
40.49,-121.51,magmatic,60.37,94.61,277.13,0.69,20.96,53.03,130.41,0.58,1.99,318,67.61,546,660.97
40.49,-121.51,magmatic,86.62,158.12,301.39,1.17,30.62,58.07,127.02,0.85,3.03,1498,69.58,1204,660.99
40.49,-121.51,magmatic,14.51,97.31,184.31,0.33,11.49,34.29,85.84,0.19,1,90,46.04,205,425.38
40.49,-121.51,magmatic,25.45,68.35,143.34,0.49,12.97,26.72,63.31,0.34,1.11,164,34.94,250,316.93
40.49,-121.51,magmatic,45.09,129.82,244.08,1.17,29.6,50.81,104.56,1.82,4.16,335,54.04,430,528.93
40.49,-121.51,magmatic,61.42,74.07,201.53,0.74,17.47,42.96,92.37,1.16,2.06,257,50.04,454,450.09
40.49,-121.51,magmatic,18.63,38,95.98,0.41,7.67,18.63,55.1,0.58,0.93,96,25.58,253,258.25
40.49,-121.51,magmatic,27.04,68.54,165.33,0.4,13.52,31.6,85.21,1.03,1.49,148,42.28,349,391.79
40.49,-121.51,magmatic,24.58,54.06,131.35,0.47,10.47,25.04,71.72,0.73,0.99,158,34.44,361,331.3
40.49,-121.51,magmatic,19.55,52.05,124.93,0.29,9.94,24.44,61.24,0.23,0.73,103,31.69,256,297.73
40.49,-121.51,magmatic,21.48,66.77,145.81,0.33,9.3,28.1,71.85,0.24,0.87,127,37.29,299,347.94
40.49,-121.51,magmatic,22.58,58.69,142.43,0.39,10.47,27.14,74.15,0.26,0.88,135,37.07,299,348.29
40.49,-121.51,magmatic,45.28,148.25,276.35,1.34,33.07,58.15,112.38,1.64,3.97,316,66.12,431,571.52
40.49,-121.51,magmatic,48.06,105.97,261.76,0.96,30.84,54.34,103.09,0.97,3.09,363,60.34,468,543.67
40.49,-121.51,magmatic,94.4,244.83,437.02,3.03,57.62,95.24,162.64,3.45,8.54,503,95.56,598,880.72
40.49,-121.51,magmatic,12.91,17.12,53.14,0.16,3.02,9.77,30.03,0.08,0.46,44,14.36,120,139.43
40.49,-121.51,magmatic,18.93,66.83,125.57,0.49,11.84,25.27,65.62,0.48,1.19,106,32.22,194,309.69
40.49,-121.51,magmatic,23.41,55.45,125.17,0.34,10.98,24.24,60.87,0.28,0.92,117,31.82,234,304.82
40.49,-121.51,magmatic,24.36,41.03,125.86,0.37,8.68,23.83,66.22,0.21,0.99,113,32.28,242,321.63
40.49,-121.51,magmatic,25.88,155.44,200.13,1.08,21.93,39.83,84.84,1.25,2.97,172,48.02,249,431.33
40.49,-121.51,magmatic,40.91,164.7,265.45,2.15,32.36,57.94,126.13,1.83,4,230,66.41,268,628.45
40.49,-121.51,magmatic,31.27,55.99,154.71,0.33,10.08,27.37,79.52,0.3,1.07,149,38.7,314,377.41
40.49,-121.51,magmatic,34.51,145.95,250.25,3.34,38.57,54.85,111.52,3.33,6.59,289,58.5,323,541.52
40.49,-121.51,magmatic,28.95,64.58,150.69,0.4,10.47,29.99,75.43,0.22,0.93,157,37.86,345,373.99
40.49,-121.51,magmatic,35.5,72.76,186.92,0.43,13.31,34.04,96.98,0.28,1.11,165,46.68,355,471.98
40.49,-121.51,magmatic,40.37,86.8,199.81,0.49,14.04,39.31,99.32,0.46,1.62,202,50.26,403,480.38
40.49,-121.51,magmatic,40.42,90.39,195.6,0.47,13.7,36.66,96.08,0.36,1.07,193,48.46,409,478.12
40.49,-121.51,magmatic,42.58,104.69,249.98,1.01,28.28,50.67,101.52,0.89,3.1,306,56.94,418,523.27
40.49,-121.51,magmatic,52.72,153.48,292.89,1.31,32.41,61.23,116.14,1.49,4.14,382,67.81,458,605.36
40.49,-121.51,magmatic,43.06,84.8,167.94,0.57,14.1,33.81,78.71,0.46,1.23,340,41.16,489,390.94
40.49,-121.51,magmatic,51.2,91.85,178.59,0.49,15.22,35.42,77.78,0.49,1.65,354,42.93,511,386.34
40.49,-121.51,magmatic,56.81,105.18,222.3,0.54,17.97,43.95,106.54,0.48,1.94,463,54.23,627,528.4
40.49,-121.51,magmatic,4.92,12.57,28.28,0.15,2.32,5.28,17.69,0.07,0.28,16,7.75,39,80.54
40.49,-121.51,magmatic,7.36,20.15,47.63,0.19,4.84,9.33,23.74,0.15,0.34,38,11.74,101,113.69
40.49,-121.51,magmatic,19.53,80.11,150.9,2.17,23.68,31.83,67.48,2.89,3.83,157,34.52,198,324.52
40.49,-121.51,magmatic,24.12,42.16,110.88,0.23,7.68,19.97,52.03,0.21,0.57,101,26.98,237,256.53
40.49,-121.51,magmatic,18.28,46.34,119.13,0.31,8.77,21.07,59.15,0.23,0.68,103,29.39,242,284.14
40.49,-121.51,magmatic,20.09,47.4,121.52,0.26,9.39,22.88,61.85,0.35,0.72,120,31.17,266,291.87
40.49,-121.51,magmatic,32.11,95.27,215.3,0.72,20.73,42.74,97.08,0.89,2.09,209,50.81,367,478.88
40.49,-121.51,magmatic,38.16,109.97,234.51,1.04,24.98,48.53,101.76,1.22,3.01,277,56.1,408,506.43
40.49,-121.51,magmatic,32.02,77.21,196.27,0.48,14.51,36.01,96.66,0.57,1.29,207,48.48,414,469.23
40.49,-121.51,magmatic,39.73,72.99,170.89,0.53,15.12,32.25,75.34,0.56,1.47,284,40.3,475,366.76
40.49,-121.51,magmatic,50.92,256.81,541.23,3.68,62.88,112.39,221.65,3.65,7.61,505,125.69,691,1139.3
40.49,-121.51,magmatic,10.42,286.86,678.96,0.61,40.77,136.31,245.07,0.62,2.97,96,157.1,302,1362.6
40.49,-121.51,magmatic,35.6,101.86,221.53,0.84,23.3,45.73,92.42,0.89,2.35,200,49.97,311,457.24
40.49,-121.51,magmatic,24.58,62.99,161.53,0.42,11.89,29.9,80.31,0.38,1,154,40.31,326,373.09
40.49,-121.51,magmatic,26.93,60.18,156.13,0.33,11.02,29.07,76.52,0.35,1,134,38.8,335,364.94
40.49,-121.51,magmatic,43.53,97.66,249.74,0.72,18.66,45.79,123.47,0.65,1.73,239,62.32,462,592.1
40.49,-121.51,magmatic,41.49,146.45,314.5,1.41,37.71,62.85,132.41,2.05,4.6,441,73.08,572,668.06
40.49,-121.51,magmatic,63.56,131.01,317.91,0.9,24.26,59.87,138.74,0.87,2.19,390,76.27,610,708.69
40.49,-121.51,magmatic,167.97,421.89,980.3,3.84,92.42,187.15,420.53,4.85,10.29,3217,231.38,2922,2173.82
32,103.27,detrital,9.7,29.6,53,0.34,8.9,11.1,23.3,1.31,1.84,9,11.3,12.6,114
32,103.27,detrital,5.2,76.9,111,0.44,21,27,35.5,2.39,4.41,22,21.1,27.7,198
32,103.27,detrital,7.7,56.9,88,0.57,15.1,20.6,31.6,2.12,3.67,23,17.6,28,164
32,103.27,detrital,10.6,77.4,112,0.38,22.8,27,39,5.37,4.92,26.2,22.8,36.3,207
32,103.27,detrital,37.9,46.6,72.3,1.23,14.9,18.1,26.8,3.47,3.91,44.9,14.4,42.7,143
32,103.27,detrital,7.2,67.1,85.7,2.26,22.4,21.3,28.7,2.36,4.75,21.7,16.8,45.2,153
32,103.27,detrital,11.7,84.8,108,3.1,23.7,27.7,35.7,2.27,4.9,43.9,21,48.8,193
32,103.27,detrital,6.4,31.8,54.6,0.74,8.26,11.8,19.8,1.14,1.89,91.7,10.8,71.2,103
32,103.27,detrital,12.2,69.8,117,1.6,17.4,25.8,42.8,2.7,3.7,46.2,24.4,75.3,222
32,103.27,detrital,14.1,122,154,4.05,43.3,39.3,51.6,9.62,11.12,56.6,29.3,84.5,258
32,103.27,detrital,16.4,53.6,101,0.25,12.2,20.8,39.6,1.88,2.16,90.2,21.6,87,207
32,103.27,detrital,4.9,61.9,109,1.45,18.2,23.2,40.7,2.11,3.77,30.2,21.5,88.4,194
32,103.27,detrital,25.7,47.1,64,1.46,14.8,14.3,30.4,1.94,3.7,90.8,14.3,89.3,147
32,103.27,detrital,13,30.1,40,1.08,9.1,9.92,18.3,1.18,3.04,37.1,8.6,91.4,83.3
32,103.27,detrital,11.1,128,191,1.19,38.4,45.2,56.7,8.53,10.2,60.3,36,97.3,314
33.3,102.29,detrital,123,172,264,5.28,52.6,60.2,118,38.6,17.9,433,55.6,246,564
33.3,102.29,detrital,23.3,81.1,157,0.63,15.4,32.4,74.1,7.69,3.56,120,34.8,257,349
33.3,102.29,detrital,19.9,75.5,138,0.73,15.9,29.8,65.6,3.82,3.14,194,29.9,260,312
33.3,102.29,detrital,11.4,102,196,2.19,22.6,40.9,98.3,3.31,4.36,212,43.2,262,451
33.3,102.29,detrital,14.1,154,225,0.64,43.8,54.4,74.9,7.56,9.83,172,43.7,274,413
33.3,102.29,detrital,1.26,50.8,113,0.4,10.2,21.6,63.3,1.24,2.15,70.6,26.8,284,293
33.3,102.29,detrital,29.3,104,189,0.99,23.5,39.9,86.5,3.69,4.85,245,42.5,285,421
33.3,102.29,detrital,33,137,197,3.72,37.5,46.6,76.8,14.2,10.2,129,40.7,288,396
33.3,102.29,detrital,24.9,57.8,127,0.57,10.6,24.6,63.6,0.63,1.8,150,28.7,294,300
33.3,102.29,detrital,54.8,79.6,121,0.85,23.5,28.4,40.2,30.4,9.46,162,24.9,297,220
33.3,102.29,detrital,2.51,163,306,0.25,33.7,66.3,115,1.81,5.27,95,64.1,308,600
33.3,102.29,detrital,9.58,158,271,0.88,37.2,57.9,101,3.2,6.45,151,54.6,312,500
33.3,102.29,detrital,11.1,148,281,1.01,32.2,60.6,111,2.49,4.78,246,56.7,318,536
33.3,102.29,detrital,6.43,124,165,1.54,34.5,40.5,52,4.15,6.36,202,31.2,319,276
33.3,102.29,detrital,39,177,270,1.56,40,63.3,56.4,2.75,6.58,465,49.3,320,380
33.3,102.29,detrital,16.8,57.8,107,0.34,11.9,22.5,44.7,3.84,2.61,159,22.8,346,222
33.3,102.29,detrital,6.53,100,198,1.19,22.7,42.7,76,3.16,4.61,335,40.8,358,382
33.3,102.29,detrital,10.1,189,271,1.19,53.6,66.4,79.8,10.7,11.9,195,51.1,359,438
33.3,102.29,detrital,5.74,169,306,0.31,35,68.1,109,3.22,5.62,151,62.5,382,575
33.3,102.29,detrital,35.7,142,238,1.77,33.5,51.9,92.8,8.52,6.4,224,49.8,406,463
33.3,102.29,detrital,11.3,77.6,120,1.7,20.3,27.8,52.2,2.03,4.42,349,24.9,408,250
33.3,102.29,detrital,11.9,73.6,121,0.18,16.6,27.1,45.9,1.4,3.04,162,25.4,410,236
33.3,102.29,detrital,6.84,23.7,57.9,0.14,,10.6,36.8,0.6,0.59,121,14,434,162
33.3,102.29,detrital,4.55,66.2,100,0.2,9.56,24.6,32.1,0.61,1.47,51.3,19.5,456,178
33.3,102.29,detrital,18,393,544,0.95,112,135,159,10.5,20,453,101,513,865
33.3,102.29,detrital,56.8,105,184,3.04,29,38.7,89.7,28,11.6,266,42,534,433
33.3,102.29,detrital,11.1,56.6,109,2.43,13.7,21.4,62.9,3.02,3.91,137,25.6,557,274
33.3,102.29,detrital,48.6,71.7,89.9,5.03,26.5,22.1,41.1,23.5,13.7,342,19.3,588,197
33.3,102.29,detrital,67.7,157,197,7.35,57.5,49,70.1,41.2,22.7,210,39.8,590,357
33.3,102.29,detrital,3.73,24.8,52.4,0.1,4.37,10.3,30.5,0.47,0.7,61.5,11.9,696,130
33.3,102.29,detrital,46.1,97.5,136,5.15,34.9,30.5,76.9,13.5,11.1,304,30.8,710,332
33.3,102.29,detrital,10.9,293,474,3.82,73,108,179,7.64,16.1,740,98.6,713,944
33.3,102.29,detrital,120,244,224,22,108,63.8,75.9,83.4,52.9,479,41.8,735,401
33.3,102.29,detrital,59.8,116,166,3.54,32.8,39.4,66.1,29.8,15,295,35.1,921,338
33.3,102.29,detrital,50.6,96.7,186,1.19,23.6,38.2,82.7,20,7.15,232,41.3,943,433
33.3,102.29,detrital,86.2,330,475,2.54,81.7,119,145,44.7,20.7,683,90.7,1216,811
33.3,102.29,detrital,39.4,293,500,1.61,72.1,110,176,12.4,16.1,1061,103,1620,945
33.3,102.29,detrital,2.01,39.1,65.2,1.51,11,14.8,33.1,2.01,2.73,10,14.3,15.3,149
33.3,102.29,detrital,16.9,133,183,1.98,44.6,42.6,59.7,19.4,12.2,20.1,35.8,23.3,306
33.3,102.29,detrital,15.4,23.4,37.5,0.33,7.05,8.35,14.9,0.84,1.36,33.3,7.98,26.9,75.1
33.3,102.29,detrital,2.97,21.6,57.2,0.47,3.49,10.4,53,0.92,1.05,4.7,16,53.7,176
33.3,102.29,detrital,80.2,123,190,2.69,37.8,45.4,79,16.6,11.3,86.6,38.8,55.1,376
33.3,102.29,detrital,9.36,60.1,98.5,0.74,17.7,22.2,32.5,2.48,4.38,32.9,19.3,55.3,171
33.3,102.29,detrital,4.19,58.7,60.3,3.25,21.3,16.4,21.3,2.04,5.95,22.9,12.3,55.8,118
33.3,102.29,detrital,19.5,59.2,115,0.62,13.1,24.3,53.1,4.66,3.11,49.5,25.5,66.4,259
33.3,102.29,detrital,16.4,52.3,93.2,0.6,12,21.3,41,2.01,3.73,82.2,20.1,68.8,197
33.3,102.29,detrital,12.4,8.72,7.9,0.61,5.06,2.38,1.86,1.21,1.96,43.7,1.51,70.4,11.9
33.3,102.29,detrital,7.17,38.7,69.2,0.9,11.1,15.8,31.4,0.88,1.93,53.5,15.2,72.1,145
33.3,102.29,detrital,6.58,66.7,124,0.84,14.5,27.3,50.3,0.88,2.52,52.1,27.2,76.7,249
33.3,102.29,detrital,25.8,97.1,144,1.93,33,33.9,54.3,7.33,9.35,112,29.4,76.7,276
33.3,102.29,detrital,63.8,81.8,114,1.98,28.5,28.6,40.5,6.24,8.61,108,23,94.3,213
33.3,102.29,detrital,9.13,406,230,20.3,172,86.1,43.1,10.2,32.3,41.6,34.2,99,261
33.3,102.29,detrital,5.44,92.3,133,0.27,27.6,32.4,42.8,4.11,5.57,105,26.2,108,232
33.3,102.29,detrital,17.3,28,71.1,0.6,6.12,12.7,52.8,0.9,1.5,84.2,17.8,111,215
33.3,102.29,detrital,15.3,29.9,53.8,0.25,6.82,11.3,24.6,0.87,1.2,81.7,11.6,113,117
33.3,102.29,detrital,8.41,131,88.1,6.71,54.2,29.9,19.3,3.72,11.5,89.7,13.9,114,112
33.3,102.29,detrital,39.9,64.3,102,1.16,19.9,23.5,39.1,19.6,7.37,86.2,21.1,122,193
33.3,102.29,detrital,15,101,184,1.2,20.1,39.5,76.9,2.49,3.62,106,39.2,136,372
33.3,102.29,detrital,61.1,57.8,119,1.09,16.4,24.2,58.5,27.3,7.13,91.6,26.2,138,275
33.3,102.29,detrital,26.3,78.7,134,1.05,18.8,29.2,59.7,4.58,4,98.5,28.4,140,284
33.3,102.29,detrital,35.2,206,293,0.29,62.1,71.5,96.2,11.2,14.7,252,55.8,142,503
33.3,102.29,detrital,17.2,89.9,142,1.3,24,33.2,59.5,5.16,5.77,102,29.5,149,289
33.3,102.29,detrital,31.9,29.6,67.7,0.35,7.5,13,39.6,0.93,1.55,127,16.3,150,170
33.3,102.29,detrital,20.4,280,392,0.42,75.6,97.4,108,8.69,15.1,84.5,75.2,155,616
33.3,102.29,detrital,16.1,48.7,90.1,1.43,11.9,18.6,50.1,2.36,3.23,136,21.1,170,221
33.3,102.29,detrital,11.7,45.6,98.7,0.75,8.86,19.3,59.6,0.95,1.41,80.3,23.5,177,257
33.3,102.29,detrital,15.2,695,429,34.6,298,151,107,19.9,59.2,121,68.9,194,573
33.3,102.29,detrital,14.6,87.3,136,1.08,22.1,30.5,52.5,1.73,4.46,156,28.8,197,281
33.3,102.29,detrital,18,60.9,94.8,1.73,18.2,21,42.4,3.81,4.23,157,20.5,198,204
33.3,102.29,detrital,30,119,197,1.11,35.9,44.1,75.5,17.2,11.1,129,40.6,204,386
33.3,102.29,detrital,35.6,109,200,1.39,23.9,42.8,97.6,2.1,4.18,182,44.8,213,475
33.3,102.29,detrital,31.6,223,284,2.26,69.5,74.4,90.8,19.9,18.1,158,52.6,217,484
33.3,102.29,detrital,7.15,104,137,0.67,28.8,35.2,37.1,2.94,6.29,308,25.2,217,217
33.3,102.29,detrital,48.6,69.5,118,1.92,17.6,26.1,56.6,1.86,3.2,110,26.7,220,277
33.3,102.29,detrital,26,95.8,195,1.21,18.9,40.4,86.2,6.23,4.32,118,45.1,234,442
33.3,102.29,detrital,5.53,49.6,106,0.45,11.6,21.2,50.1,0.86,1.95,100,24.6,237,235
33.3,102.29,detrital,30.5,54.5,131,1.16,10.4,25.3,82,4.65,2.81,169,32.7,242,362
33.3,102.29,detrital,33,51.7,106,1.06,11,21.6,67,3.32,2.44,155,25.9,252,302
33.3,102.29,detrital,79.3,215,341,2.95,62.3,80.2,104,48,21.3,227,65.3,254,563
33.3,102.29,detrital,15.2,82.6,174,0.57,16,35,85.4,0.98,3.06,121,39.9,256,403
33.3,102.29,detrital,32.1,349,217,19.3,154,77.5,60.8,10.6,31.1,207,34.7,259,315
33.3,102.29,detrital,9.57,55.3,91.8,0.13,11.7,21.6,33.1,1.24,2.26,177,18.9,264,171
33.3,102.29,detrital,157,94.5,141,0.79,39.5,33.2,48.6,102,24.6,100,28.3,271,259
33.3,102.29,detrital,10.7,85.7,193,0.55,13,36.4,104,0.93,2.96,119,46.7,275,472
33.3,102.29,detrital,1.99,111,216,0.22,20.7,44.5,82.5,1.29,3.72,71.2,46.6,282,437
33.3,102.29,detrital,14.9,101,159,2.6,27.3,36.6,65.6,8.13,7.35,177,33.1,306,320
33.3,102.29,detrital,81.2,56.2,104,1.7,16.5,21.8,52.7,33.8,7.4,227,24.2,309,250
33.3,102.29,detrital,69.2,63.8,92.4,2.81,18.9,21.3,37.2,21.3,8.26,266,19.1,317,186
33.3,102.29,detrital,46.6,65.6,96,3.69,22.3,21.6,39.2,19.5,10.3,154,20.1,319,194
33.3,102.29,detrital,19.1,61.4,102,0.25,16.5,23.3,40.6,5.67,4.56,87.5,21.6,320,202
33.3,102.29,detrital,7.71,19,62.2,0.37,3.08,10,80.3,0.58,0.77,52.6,18.5,321,248
33.3,102.29,detrital,34.9,159,172,5.14,50.6,43.7,62.1,8.08,11.7,307,34.4,353,324
33.3,102.29,detrital,81.2,68.6,110,3.25,23.4,24.8,51.4,31.6,10.5,252,24.8,355,244
33.3,102.29,detrital,6.26,53.8,75.6,1.33,23.1,18,25.2,5.52,7.14,53,15.3,356,137
33.3,102.29,detrital,46.7,142,198,1.8,48.2,48.9,64.1,34.9,15.9,164,38.9,360,340
33.3,102.29,detrital,33.6,62.2,118,0.29,14.2,24.4,52.3,13.2,4.99,146,26.2,369,265
33.3,102.29,detrital,4.52,7.81,5.99,0.33,4.2,1.69,2.93,1.14,1.09,161,0.99,397,8.65
33.3,102.29,detrital,102,82.1,143,2.43,24.8,30.6,78.4,39.8,10,253,34.1,437,369
33.3,102.29,detrital,3.06,67.9,121,0.32,13.4,27.2,52.7,1.19,2.16,68.8,27.2,452,264
33.3,102.29,detrital,13.8,62.2,85.7,1.56,19.2,20,29.2,5.51,5.21,188,16.9,456,159
33.3,102.29,detrital,96.2,59.7,117,1.27,15,23.7,84.8,18.7,5.14,303,31,477,357
33.3,102.29,detrital,49.9,218,361,2.33,46,82.8,123,16,10.5,438,70.9,637,650
33.3,102.29,detrital,58,198,274,0.53,57.7,67.7,97.1,32.1,17.3,338,55.1,643,505
33.3,102.29,detrital,58.3,87.9,166,0.82,22.8,35,77.6,27.2,8.99,365,39,743,394
33.3,102.29,detrital,26.4,214,338,0.36,49.4,78.9,99.1,5.82,9.74,558,64.9,778,569
33.3,102.29,detrital,51.3,461,696,0.41,115,167,172,13.3,21.6,356,127,804,1024
33.3,102.29,detrital,55.7,214,341,0.76,55,79.1,110,28.3,15.2,401,66.3,820,610
33.3,102.29,detrital,32.9,101,163,0.93,23.6,35.7,63.2,16.9,8.68,295,34,938,325
33.3,102.29,detrital,143,440,539,14.5,125,136,150,69.9,51.3,938,102,940,890
33.3,102.29,detrital,971,200,231,15.5,87.4,58.1,73.5,327,66.9,1502,44.7,1089,400
33.3,102.29,detrital,66.5,114,199,2.76,27.5,44.2,76,19,11.5,411,42.4,1236,398
33.3,102.29,detrital,69.2,99.2,228,2.77,21.4,42.4,222,13.6,8.54,433,66.9,1338,872
33.3,102.29,detrital,133,506,725,1.63,155,176,215,73.9,51.6,1167,142,1364,1262
33.3,102.29,detrital,221,194,322,7.4,43.9,68.8,133,80.1,27.2,418,73,1754,714
33.3,102.29,detrital,88.7,173,287,7,53,60.3,114,44.3,26,606,62.3,1771,593
33.3,102.29,detrital,62.2,159,223,5.99,38.9,53.1,95.9,26.3,17.4,695,48,2722,480
33.3,102.29,detrital,345,819,995,27,217,249,241,147,109,1665,188,2872,1542
33.3,102.29,detrital,64.1,290,580,3.42,47.9,119,218,19.3,13.6,879,128,3041,1215
33.3,102.29,detrital,111,135,387,4.58,24.7,58.2,546,30.2,14,435,136,3865,2017
33.3,102.29,detrital,13.8,42,65.7,0.65,10.3,13.5,26.9,1.6,2.75,31.5,11.7,56.7,126
33.3,102.29,detrital,4.33,79.3,136,0.67,15.5,31,48,1.07,2.77,22.4,35,62.5,392
33.3,102.29,detrital,14.6,168,247,1.06,50.9,60,81.2,8.29,13,74,51.3,62.8,459
33.3,102.29,detrital,11.6,236,370,0.9,68,89.1,124,9.22,14,116,72.3,69.3,620
33.3,102.29,detrital,16.3,105,134,0.37,25.9,33.7,38.1,4.09,7.66,105,32,87.2,334
33.3,102.29,detrital,21.2,187,343,1.59,31,72.7,133,1.46,3.92,111,81.6,95.2,799
33.3,102.29,detrital,13.5,95.6,174,0.62,20.1,38.3,68.8,2.08,4.2,102,37.4,97.4,349
33.3,102.29,detrital,11.4,291,408,1.38,82.7,103,122,11.1,16,200,81.5,99.9,716
33.3,102.29,detrital,27.4,67.1,125,0.5,10.4,25.6,54.1,1.04,2.29,106,33.3,113,373
33.3,102.29,detrital,8.59,173,266,1.83,41.2,63.4,88.7,6.37,8.25,117,55.5,120,485
33.3,102.29,detrital,7.11,50.5,63,0.44,15.7,16.8,22.6,2.56,3.94,56.5,16.5,121,164
33.3,102.29,detrital,2.08,124,196,0.25,27.9,46.7,60.6,2.36,3.98,119,39.7,126,341
33.3,102.29,detrital,3.55,173,268,0.4,35.3,62.8,82.1,2.08,8.26,84,58.5,128,539
33.3,102.29,detrital,7.08,105,214,0.77,20,45.6,86.5,1.28,4.55,101,48,136,435
33.3,102.29,detrital,5.01,123,192,0.54,26.4,47.1,57.3,1.95,5.23,97.6,44,142,404
33.3,102.29,detrital,12.4,197,322,0.67,46.1,74.6,96.2,4.78,8.13,146,64.5,147,550
33.3,102.29,detrital,19.7,112,221,0.4,20.3,46.5,84.2,1.19,5.46,145,55.1,159,524
33.3,102.29,detrital,103,142,226,1.16,44.4,53.4,83.6,66.6,20.2,148,47.6,163,417
33.3,102.29,detrital,33.4,133,274,1.33,27.1,56.5,127,2.5,4.23,94.2,64.5,171,632
33.3,102.29,detrital,5.34,205,320,1.53,48.1,77,100,3.35,7.02,123,70,173,634
33.3,102.29,detrital,15.8,390,586,0.24,83.4,142,153,5.22,13.8,164,112,174,909
33.3,102.29,detrital,10.5,120,174,1.04,33.1,41.8,52.2,5.91,8.37,209,37.8,174,351
33.3,102.29,detrital,69.3,118,198,0.52,32,44.2,69.5,52.9,14.4,84.8,43.2,176,393
33.3,102.29,detrital,25.1,130,207,0.86,38.7,48.8,80.2,9.35,8.75,164,44.1,176,403
33.3,102.29,detrital,49.2,189,314,1.79,48.7,71.3,114,34.9,13.3,180,66.6,181,594
33.3,102.29,detrital,94.6,112,186,3.1,33.3,42.3,70.9,45.1,12.7,276,42.4,189,386
33.3,102.29,detrital,24.8,115,220,1.2,22.7,44.9,87.8,3.53,4.52,232,59.9,199,654
33.3,102.29,detrital,1.76,17.9,16.4,0.29,10.2,4.74,5.9,1.11,3.6,39.3,3.56,225,32.6
33.3,102.29,detrital,56.9,279,419,0.48,71.2,102,127,28,17,250,82.4,227,714
33.3,102.29,detrital,25,214,368,3.11,56.5,83.4,142,6.18,9.94,307,82.1,230,764
33.3,102.29,detrital,54.7,218,398,1.7,50.2,85.9,165,14.4,9.82,455,87.5,230,829
