,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
6789,21.0,205.0,393.0,0.9,34.0,87.0,157.0,4.0,7.0,472.0,83.0,1046.0,721.0
1959,27.4,83.8,161.7,0.27,16.6,33.2,62.8,2.1,2.4,227.0,34.2,259.0,369.0
5173,6.85,44.0,58.7,1.93,15.8,14.9,25.2,3.01,10.89,31.1,13.18,57.3,130.7
2840,38.0,586.0,706.0,5.9,174.0,181.0,152.0,15.6,35.4,659.0,131.0,447.0,1196.0
3620,14.32,232.0,334.0,0.69,63.1,80.4,107.7,11.05,14.4,122.0,70.9,220.0,563.0
3427,16.6,163.0,330.0,1.55,27.7,65.4,175.0,2.6,6.3,278.0,76.2,1639.0,807.0
3297,6.47,52.6,91.1,0.18,12.4,19.6,34.9,0.61,1.87,64.0,18.8,201.0,169.0
1757,7.1,39.9,67.6,0.1,9.9,13.9,22.5,0.95,1.93,135.0,13.5,161.0,143.0
1234,6.9,161.78,288.3,1.36,31.21,46.32,72.59,2.96,5.72,132.8,42.68,275.7,644.44
5451,230.0,71.0,95.0,58.6,61.5,22.3,36.7,303.0,77.0,146.0,34.525000000000006,527.0,216.0
1142,11.65,126.07,270.38,0.17,17.92,39.6,81.79,1.03,2.54,243.98,42.86,362.63,694.92
4381,1.91,149.0,273.0,0.59,29.4,55.3,95.8,0.91,3.78,93.0,54.2,294.0,479.0
5614,28.5,84.0,161.0,0.26,15.9,31.0,71.0,0.9,2.5,441.0,36.0,1103.0,409.0
3625,9.09,129.9,236.0,0.29,25.5,50.0,95.2,1.27,2.81,128.0,50.6,264.0,475.0
6321,1.04,7.11,16.03,0.17,2.09,3.36,8.6,0.2,0.35,7.56,3.73,24.84,29.69
4558,16.74,5.17,3.41,1.07,5.42,1.22,0.62,2.88,2.68,78.96,0.5,23.65,3.54
6021,12.0,93.0,174.0,0.7,21.0,36.0,68.0,1.7,2.5,247.0,37.0,747.0,385.0
6327,14.97,113.94,199.61,0.51,24.59,45.32,78.68,2.14,4.58,518.27,47.55,4444.38,392.13
340,11.11,62.78,148.94,1.0,11.06,28.05,135.04,0.97,2.08,16.46,42.7,74.54,558.18
5142,12.37,90.9,196.0,0.65,14.22,38.6,120.5,0.62,4.21,90.3,54.4,306.0,512.0
5775,35.1,243.0,451.0,1.31,49.9,98.9,193.0,14.0,10.6,2262.85,99.5,2401.16,825.0
6012,16.0,72.0,128.0,0.03,15.0,26.0,47.0,1.3,2.0,587.0,28.0,1227.0,281.0
4305,61.5,69.0,90.0,2.94,30.3,21.7,27.1,6.37,8.28,183.0,15.6,70.0,137.0
4487,4.87,142.58,260.54,0.27,27.6,55.43,131.3,0.59,2.92,223.56,58.4,2015.94,595.03
1651,10.2,46.6,86.7,0.25,9.4,17.8,33.6,0.77,1.6,81.0,18.9,110.0,204.0
6716,13.7,57.4,93.7,0.78,16.6,21.5,36.0,1.59,3.25,75.1,19.8,133.0,183.0
6266,17.98,151.0,246.0,2.13,37.21,55.0,114.0,7.74,7.76,310.0,55.0,708.0,519.0
4129,4.06,84.9,224.0,0.63,12.1,41.5,175.1,0.35,1.59,34.0,61.3,83.0,637.0
2666,12.49,47.7,80.7,2.12,15.5,17.0,33.2,4.39,4.45,185.0,15.8,185.0,151.0
6061,28.0,69.0,109.0,1.6,22.0,24.0,44.0,3.5,5.9,395.0,23.0,605.0,252.0
359,45.18,289.19,444.3,8.31,81.04,101.12,299.02,9.03,19.88,177.78,114.37,249.43,1388.55
4395,14.57,49.0,88.0,0.04,9.6,17.4,35.0,0.13,1.35,223.0,19.4,738.0,182.0
3181,8.38,127.4,218.0,0.18,27.1,44.6,84.8,1.94,3.72,105.0,45.2,264.0,436.0
4943,5.09,422.43,934.36,0.69,54.39,180.16,473.83,3.23,7.22,349.01,231.09,6430.0,2410.0
5996,15.0,37.0,66.0,0.5,9.0,14.0,31.0,0.9,1.2,127.0,15.0,174.0,165.0
2125,20.2,104.0,183.4,0.46,25.8,38.2,68.6,2.15,4.01,284.0,38.1,244.0,411.0
4504,44.35,125.86,202.71,3.92,38.08,45.71,82.97,5.94,9.4,401.04,43.52,488.74,404.2
6356,3.64,61.49,104.29,0.46,13.7,23.16,51.49,0.61,2.36,59.52,23.23,454.28,261.16
4965,2.36,19.5,43.5,0.16,3.13,8.11,27.9,0.24,1.02,10.2,11.78,36.2,136.7
922,56.44,109.7,214.52,1.09,26.4,44.29,104.66,2.16,4.33,822.5,48.97,1123.29,484.54
1134,10.47,36.37,86.8,0.32,5.82,11.69,37.71,0.58,1.03,172.21,15.47,154.28,286.92
4067,7.89,42.7,81.8,0.29,8.7,16.57,33.5,0.57,1.19,169.0,17.63,649.0,173.3
5500,18.43,9.33,48.04,0.64,1.43,24.26,77.49,3.57,1.14,1300.36,38.73,1241.52,59.02
5305,41.73,118.59,179.6,1.66,34.95,46.0,64.6,3.61,6.06,258.62,42.51,228.17,359.42
5093,8.66,18.9,39.4,0.26,3.76,7.6,26.5,0.31,1.64,48.8,11.28,141.4,133.4
4516,16.04,63.11,124.62,1.03,13.42,26.27,58.86,0.66,1.7,131.37,29.03,352.25,279.5
4191,9.03,140.0,109.0,0.59,47.0,34.7,15.3,2.18,8.03,487.0,15.1,520.0,94.0
7193,288.0,1077.0,749.0,18.0,669.0,242.0,87.0,294.0,346.0,3860.0,109.0,1656.0,692.0
6311,1.69,4.85,9.83,0.29,0.61,1.86,10.09,0.05,0.13,9.75,2.96,39.73,30.69
2716,0.38,33.5,32.8,0.12,8.57,9.43,8.11,0.31,0.9,13.0,5.41,672.0,40.0
3416,24.8,57.7,122.0,0.06,10.2,25.4,64.6,0.36,1.46,136.0,31.0,379.0,308.0
5007,38.4,109.7,251.7,2.55,29.8,47.7,143.0,2.16,9.41,487.0,66.2,937.0,580.0
6110,1.87,53.0,84.0,0.6,12.45,20.0,31.0,0.92,1.52,42.0,17.0,688.0,157.0
2461,2.88,126.0,124.0,1.08,24.9,35.1,26.1,0.64,2.9,31.0,21.7,1018.0,175.0
751,34.63,68.3,134.0,0.79,15.7,27.9,69.0,5.94,3.54,299.0,31.1,385.0,313.0
1822,13.5,46.6,82.1,0.45,13.0,17.6,33.7,1.12,2.63,54.0,18.1,72.0,212.0
3669,11.0,58.2,103.6,0.23,8.9,21.7,47.1,0.58,1.35,111.0,23.2,258.0,231.0
40,22.58,58.69,142.43,0.39,10.47,27.14,74.15,0.26,0.88,135.0,37.07,299.0,348.29
1046,949.28,45.99,96.2,105.76,19.12,22.36,51.78,26.51,20.05,426.5,28.2,400.94,284.08
3063,5.8,65.3,102.0,0.43,12.8,23.6,39.8,0.95,1.27,61.0,24.4,195.0,217.0
5769,231.0,497.0,775.0,32.9,135.0,188.0,247.0,188.0,55.3,6033.57,163.0,3794.7,1240.0
1902,16.4,59.3,125.9,0.37,12.2,25.1,54.6,0.77,1.62,103.0,27.0,117.0,299.0
5946,18.0,101.0,162.0,1.6,29.0,34.0,60.0,13.0,10.0,139.0,32.0,543.0,347.0
3890,9.2,140.0,367.0,0.62,18.6,63.0,217.0,0.51,2.77,89.0,85.7,205.0,816.0
5871,19.1,38.1,82.2,1.19,9.77,15.9,58.9,2.06,2.36,94.9,20.9,147.0,245.0
4096,19.78,62.8,105.2,0.22,16.6,22.3,42.5,0.91,2.27,231.0,24.4,502.0,209.0
4637,27.97,65.5,76.8,4.14,27.3,19.31,27.1,6.65,8.92,64.16,16.34,110.34,164.5
6164,65.84,1162.0,2197.0,0.04,197.8,453.0,1053.0,27.22,38.43,4164.0,546.0,22811.0,5486.0
3474,116.2,492.0,774.0,8.32,125.1,180.0,261.0,10.94,22.5,521.0,151.0,269.0,1270.0
1033,948.44,456.75,458.18,3701.01,391.84,206.19,201.22,1264.06,697.54,630.93,168.79,896.77,796.03
5125,6.94,54.4,109.9,0.95,11.58,22.1,61.0,1.03,5.29,35.0,28.6,103.5,260.7
934,21.73,763.82,698.02,1.35,268.36,195.64,163.92,29.5,68.5,362.9,121.23,156.09,956.3
6799,29.6,135.71,215.79,2.0,35.64,47.72,77.93,4.87,8.29,119.08,48.25,75.01,481.14
2841,51.0,801.0,945.0,8.1,249.0,247.0,195.0,23.4,48.4,840.0,176.0,548.0,1602.0
5154,6.3,108.5,228.1,0.94,18.1,44.0,134.1,0.84,5.3,30.72,62.1,118.1,554.0
2384,37.36,70.53,137.0,1.56,15.79,28.06,73.09,1.59,2.77,405.0,35.03,417.0,400.0
5421,321.9,1292.9,1057.8,271.16,477.3,309.2,381.0,351.99,276.83,195.0,217.1,6547.0,2164.0
6650,343.0,170.0,232.0,2.1,67.9,56.9,72.7,145.0,37.4,223.0,46.0,152.0,403.0
2130,24.4,117.6,242.0,0.76,23.3,46.5,102.5,2.89,3.82,561.0,50.7,292.0,567.0
3800,2.26,195.9,345.0,0.3,43.6,69.9,126.7,2.05,4.14,135.0,68.1,335.0,672.0
6843,52.47,131.42,211.72,2.73,42.61,47.02,82.15,13.18,10.99,247.77,47.46,230.09,402.1
6043,5.9,82.0,174.0,1.2,13.0,32.0,77.0,2.0,2.7,230.0,38.0,1422.0,432.0
6765,13.61,48.27,84.88,0.42,13.93,17.77,34.45,0.98,2.14,48.22,18.47,66.18,173.53
856,17.17,23.81,56.09,0.39,5.15,10.52,34.48,0.51,0.91,149.36,13.47,291.77,146.14
3443,10.35,127.0,105.1,1.47,51.7,29.0,31.3,2.54,11.66,50.0,19.1,94.0,206.0
7199,292.0,1214.0,869.0,15.0,822.0,280.0,115.0,335.0,410.0,2830.0,121.0,1104.0,800.0
5774,37.7,433.0,830.0,0.32,80.0,182.0,341.0,12.6,14.8,5773.7,180.0,6204.42,1488.0
1496,8.2,50.4,94.5,0.11,10.0,19.0,37.1,0.93,1.53,84.0,20.5,137.0,225.0
145,63.8,81.8,114.0,1.98,28.5,28.6,40.5,6.24,8.61,108.0,23.0,94.3,213.0
2612,3.01,123.0,112.0,0.76,18.3,34.6,20.7,0.3,2.01,15.2,19.6,582.0,153.0
6563,25.2,12.7,34.6,0.22,2.88,6.12,30.4,0.37,0.66,71.0,10.1,138.0,128.0
3073,16.1,48.0,75.0,0.97,11.5,16.4,35.8,1.18,1.18,158.0,18.6,254.0,176.0
4932,6.76,249.21,529.7,0.54,34.03,102.27,282.75,1.68,4.1,183.38,135.07,5350.35,1430.0
6026,4.1,99.0,78.0,1.0,40.0,24.0,18.0,4.9,7.2,85.0,13.0,216.0,115.0
1379,37.4,118.0,179.0,1.78,32.7,40.2,68.3,5.52,7.55,337.0,35.9,683.0,452.0
5052,9.98,86.8,178.5,1.25,14.37,35.4,84.3,0.4,4.07,190.0,44.8,1042.0,399.0
7162,644.0,140.0,196.0,0.82,45.0,49.0,63.0,179.0,24.0,167.0,39.0,469.0,331.0
5656,1.21,117.1,259.3,0.29,11.01,50.25,145.5,0.11,0.82,4.32,75.71,244.2,863.5
3277,9.5,101.4,212.0,0.36,17.7,41.9,99.2,1.01,2.75,267.0,46.4,616.0,416.0
702,30.43,85.9,169.0,1.07,20.4,34.7,83.8,3.17,3.87,322.0,38.3,387.0,378.0
3799,17.6,81.7,166.2,0.35,17.9,32.8,70.1,0.73,1.78,122.0,35.5,334.0,368.0
875,61.7,100.52,201.81,0.83,22.37,41.43,98.14,1.7,3.56,761.87,45.37,1167.88,455.34
2615,1.88,133.0,151.0,0.67,17.9,41.1,32.8,0.21,1.39,12.2,26.9,510.0,220.0
5580,21.6,95.0,182.0,0.16,18.7,36.0,75.0,1.6,3.4,906.0,40.0,1951.0,454.0
1175,1.19,155.87,208.16,0.34,38.26,52.97,58.48,1.85,5.71,69.91,38.91,269.91,326.45
3977,18.0,49.1,104.0,0.55,9.41,19.9,48.8,0.5,1.37,145.0,23.7,395.0,240.0
3928,2.2,135.9,206.0,2.72,39.0,43.4,75.2,2.75,6.37,38.0,45.0,64.0,386.0
2690,5.42,58.2,117.7,0.34,10.2,22.1,48.7,0.49,1.56,78.0,25.5,506.0,238.0
2798,65.0,56.7,105.3,1.71,18.9,20.6,48.7,23.7,6.6,248.0,22.9,491.0,219.0
3878,9.0,107.0,182.0,0.79,23.6,42.0,73.0,1.36,4.8,140.0,35.9,218.0,342.0
6195,21.22,397.0,727.0,0.09,74.19,158.0,270.0,1.79,9.43,2471.0,154.0,7167.0,1380.0
4982,22.0,160.0,318.0,2.53,29.4,65.3,167.0,1.44,9.9,42.5,83.0,120.0,780.0
5797,14.8,247.0,390.0,0.67,59.1,93.7,132.0,12.8,12.4,567.26,80.1,826.51,594.0
3908,8.86,346.0,509.0,2.03,65.6,119.0,175.0,4.16,13.8,190.0,104.2,465.0,898.0
6662,37.3,37.0,89.6,0.78,8.46,16.6,61.0,3.11,2.02,173.0,21.9,271.0,253.0
50,31.27,55.99,154.71,0.33,10.08,27.37,79.52,0.3,1.07,149.0,38.7,314.0,377.41
6981,20.93,152.62,233.01,0.09,31.13,54.15,71.41,2.48,4.96,100.94,52.82,164.28,483.46
1,46.28,66.46,189.8,0.51,14.86,37.68,88.34,0.57,1.69,314.0,46.54,511.0,436.0
5151,4.21,80.6,151.8,1.0,16.6,31.3,84.7,1.37,7.55,23.59,39.9,80.5,375.0
6150,41.94,909.0,1532.0,0.02,179.4,338.0,612.0,26.54,41.25,3206.0,343.0,16657.0,3224.0
2007,26.2,122.2,224.6,1.23,27.4,45.6,89.2,2.81,5.82,184.0,49.4,125.0,569.0
6801,21.47,81.16,137.39,1.22,19.73,28.68,52.7,1.71,3.46,58.19,31.48,48.45,300.9
2605,1.93,119.0,127.0,0.61,17.3,36.2,26.7,0.28,1.8,10.9,23.8,511.0,200.0
2386,33.2,80.57,171.0,1.24,16.57,34.03,94.82,1.32,2.72,285.0,43.37,419.0,488.0
712,64.66,27.2,59.1,0.67,7.6,11.4,38.1,21.85,4.19,123.0,14.7,261.0,158.0
3832,2.2,29.3,59.1,0.29,6.8,12.7,23.9,0.44,1.08,51.0,11.4,50.0,105.8
5495,94.68,253.85,450.24,21.28,101.63,93.53,141.26,38.35,39.41,777.4,34.525000000000006,1095.3,1034.74
5565,52.2,320.0,574.0,0.11,77.8,101.0,402.0,35.3,30.7,394.0,158.0,5268.0,2220.0
3685,7.1,73.1,149.0,0.19,11.9,28.0,69.1,0.43,1.8,152.0,31.0,388.0,323.0
4157,8.61,36.1,86.0,0.15,6.5,15.9,50.7,0.23,1.06,162.0,22.8,460.0,229.0
874,23.15,65.24,126.35,0.65,14.44,26.38,61.8,0.95,2.45,199.61,27.63,325.54,279.88
41,45.28,148.25,276.35,1.34,33.07,58.15,112.38,1.64,3.97,316.0,66.12,431.0,571.52
283,0.82,281.0,383.0,0.41,49.3,97.3,97.2,2.1,5.83,82.7,77.3,773.0,636.0
4907,12.69,148.37,229.09,1.38,39.91,51.87,86.29,7.21,9.66,342.08,46.47,302.69,436.08
